boundary_condition,r_target,r_prime,beta,n_coeff,n_trotter_steps,state_prep_method,snap_depth,valid,error,fidelity,fidelity_vs_truncated,postselection_probability,rel_error_vs_exact,rel_error_vs_truncated,oracle_fidelity,coeff_backend_gap,circuit_depth,circuit_size,oracle_apply_mode,oracle_n_active_fock_levels,oracle_n_jc_pulses,oracle_n_qubit_rotations,oracle_vs_ideal_fidelity,ideal_vs_reference_fidelity,snap_n_snap,snap_total_iterations,snap_restarts,snap_maxiter,score_objective,score_balanced,score_pde,score_prep_pde,score_oracle,score_truncated,score,source
neumann,7.9,4.0,0.3,48,100,snap_d,6,True,,0.9387643955040058,0.9999839335390515,0.0377268324361963,0.25540165068275245,0.004008331209311022,0.8094224177417105,0.38981992771566837,2095,2797,snap_d_layers,,,,0.9430172310664758,0.999568667245973,48,352,8,3000,prep_pde,0.18819300477500947,0.9387643955040058,0.8716977381516415,0.8094224177417105,0.9999839335390515,0.8716977381516415,oat_snap_depth
neumann,7.9,4.0,0.3,48,100,snap_d,10,True,,0.9828119387387605,0.9999759480154148,0.03897598730083452,0.13224468751366739,0.004904341250041605,0.7624715377003803,0.38981992771566837,2291,2993,snap_d_layers,,,,0.985618960852888,0.999568667245973,48,206,8,3000,prep_pde,0.19571935428922324,0.9828119387387605,0.8656593615276362,0.7624715377003803,0.9999759480154148,0.8656593615276362,oat_snap_depth
neumann,7.9,4.0,0.3,48,100,snap_d,14,True,,0.8256906589018645,0.9999881615700721,0.03936434893713678,0.4594641647901533,0.0034407223192101854,0.78128597772027,0.38981992771566837,2487,3189,snap_d_layers,,,,0.8231476104306622,0.999568667245973,48,123,8,3000,prep_pde,0.18028526065973163,0.8256906589018645,0.8031815073410475,0.78128597772027,0.9999881615700721,0.8031815073410475,oat_snap_depth
neumann,7.9,4.0,0.3,48,100,snap_d,18,True,,0.5587192168145602,0.9999776933784718,0.036792987178362824,0.8887113018572116,0.0047230413003453925,0.7297158699374342,0.38981992771566837,2683,3385,snap_d_layers,,,,0.5555989777903549,0.999568667245973,48,107,8,3000,prep_pde,0.1433769471726994,0.5587192168145602,0.638518816753742,0.7297158699374342,0.9999776933784718,0.638518816753742,oat_snap_depth
neumann,7.9,4.0,0.3,48,100,snap_d,20,True,,0.4974332825404921,0.9999685715044521,0.04578518412275102,1.0051466788963392,0.005606200436061576,0.7056172301914005,0.38981992771566837,2781,3483,snap_d_layers,,,,0.4946290918617157,0.999568667245973,48,79,8,3000,prep_pde,0.15091412932492723,0.4974332825404921,0.592450415673108,0.7056172301914005,0.9999685715044521,0.592450415673108,oat_snap_depth
