r_target,r_prime,beta,n_coeff,n_trotter_steps,state_prep_method,snap_depth,valid,error,fidelity,fidelity_vs_truncated,postselection_probability,rel_error_vs_exact,rel_error_vs_truncated,oracle_fidelity,coeff_backend_gap,circuit_depth,circuit_size,score,source
0.9,0.2,0.6,8,8,injection,0,True,,0.7475154734526621,0.9999669505277141,0.29536218112725954,0.5811754898852051,0.00574896204457483,1.0,2.1629738725020755e-07,122,180,0.46988062384541285,oat_r_target
1.1,0.2,0.6,8,8,injection,0,True,,0.6821118761325514,0.9999788354893349,0.3592547998793253,0.6826676860538914,0.004600538947842063,1.0,2.5161633669192927e-07,122,180,0.4950272371852996,oat_r_target
1.3,0.2,0.6,8,8,injection,0,True,,0.6307923827043735,0.9999882051562067,0.37298206972418885,0.7650540282034399,0.0034343824646197924,1.0,2.6989708660741725e-07,122,180,0.4850507689586007,oat_r_target
