r_target,r_prime,beta,n_coeff,n_trotter_steps,state_prep_method,snap_depth,valid,error,fidelity,fidelity_vs_truncated,postselection_probability,rel_error_vs_exact,rel_error_vs_truncated,oracle_fidelity,coeff_backend_gap,circuit_depth,circuit_size,score,source
0.9,0.05,0.8,8,32,injection,0,True,,0.7621822140989492,0.9999985142519462,0.24457872059905203,0.5585894907983353,0.0012189135577903632,1.0,1.6231125354717637e-08,482,708,0.4317563558161868,grid
0.9,0.05,0.8,12,8,injection,0,True,,0.7518301446841378,0.9999815025365681,0.19972679282578404,0.5745325603008709,0.004300907531508037,1.0,3.384377155754366e-08,122,180,0.3875056432460152,grid
0.9,0.05,0.8,12,16,injection,0,True,,0.7506715945330326,0.9999953331175906,0.19966529479971404,0.5763162809346281,0.0021603018746575056,1.0,3.384377155754366e-08,242,356,0.38714734303648446,grid
0.9,0.05,0.8,12,32,injection,0,True,,0.7500645572583915,0.9999988275996382,0.1996308765804294,0.5772508767875283,0.0010827750166120592,1.0,3.384377155754366e-08,482,708,0.38695742021235924,grid
0.9,0.1,0.6,8,8,injection,0,True,,0.764146534393263,0.9999649431234046,0.2753119405387777,0.5555623511029016,0.005920988568045627,1.0,4.8781008874225406e-08,122,180,0.4586705410638349,grid
0.9,0.1,0.6,8,16,injection,0,True,,0.7625750646755524,0.9999911940601702,0.2752214376104833,0.5579841518572314,0.002967493449808565,1.0,4.8781008874225406e-08,242,356,0.45812335193254755,grid
0.9,0.1,0.6,8,32,injection,0,True,,0.7617565972045172,0.999997792765371,0.2751743666611064,0.5592452829407613,0.0014856781282576149,1.0,4.8781008874225406e-08,482,708,0.45783827841899866,grid
0.9,0.1,0.6,12,8,injection,0,True,,0.7534004333930738,0.9999675535180529,0.2201136358176474,0.5721148513831917,0.00569627376058149,1.0,9.529199017655705e-08,122,180,0.40722685154682614,grid
0.9,0.1,0.6,12,16,injection,0,True,,0.7518865135520441,0.9999918473957257,0.2200502216670595,0.5744457731475033,0.0028552882061243464,1.0,9.529199017655705e-08,242,356,0.40675888923980486,grid
0.9,0.1,0.6,12,32,injection,0,True,,0.7510984436082473,0.9999979562787017,0.22001696451222819,0.5756591009889307,0.0014295892680059074,1.0,9.529199017655705e-08,482,708,0.4065149438981863,grid
0.9,0.1,0.7,8,8,injection,0,True,,0.7604423279624987,0.999971767459072,0.2692738434340608,0.5612700917306241,0.0053135052486026615,1.0,4.2615390216599e-08,122,180,0.45251213062238077,grid
0.9,0.1,0.7,8,16,injection,0,True,,0.7590300396471579,0.9999928992872202,0.2691869312149097,0.5634455731344928,0.0026647257270068824,1.0,4.2615390216599e-08,242,356,0.4520187684958996,grid
0.9,0.1,0.7,8,32,injection,0,True,,0.758292918913102,0.9999982190243242,0.26914040570261283,0.5645809064141999,0.001334533194576914,1.0,4.2615390216599e-08,482,708,0.4517601839889066,grid
0.9,0.1,0.7,12,8,injection,0,True,,0.7454577953254211,0.9999765884961546,0.2122791552503346,0.5843437057406395,0.004838600206373113,1.0,8.28567273686381e-08,122,180,0.39780039098328857,grid
