r_target,r_prime,beta,n_coeff,n_trotter_steps,state_prep_method,snap_depth,valid,error,fidelity,fidelity_vs_truncated,postselection_probability,rel_error_vs_exact,rel_error_vs_truncated,oracle_fidelity,coeff_backend_gap,circuit_depth,circuit_size,score,source
1.1,0.2,0.6,8,8,injection,0,True,,0.6821118761325514,0.9999788354893349,0.3592547998793253,0.6826676860538914,0.004600538947842063,1.0,2.5161633669192927e-07,122,180,0.4950272371852996,oat_beta
1.1,0.2,0.7,8,8,injection,0,True,,0.686396005304869,0.9999820947150047,0.3524127757757135,0.6759326413351542,0.0042315015775735015,1.0,2.2168983139006425e-07,122,180,0.49182793892869714,oat_beta
1.1,0.2,0.8,8,8,injection,0,True,,0.6924521583010725,0.999985456821666,0.3375443344524832,0.6664406129781126,0.003813579662321909,1.0,1.9101717894741382e-07,122,180,0.4834597221216273,oat_beta
