r_target,r_prime,beta,n_coeff,n_trotter_steps,state_prep_method,snap_depth,valid,error,fidelity,fidelity_vs_truncated,postselection_probability,rel_error_vs_exact,rel_error_vs_truncated,oracle_fidelity,coeff_backend_gap,circuit_depth,circuit_size,score,source
1.1,0.05,0.6,8,8,injection,0,True,,0.7008757060724708,0.9999772723071532,0.2900258800055505,0.6532889913926038,0.004767411184972629,1.0,2.4123374059936846e-08,122,180,0.45085706540785175,oat_r_prime
1.1,0.1,0.6,8,8,injection,0,True,,0.6950230225613298,0.9999776147517252,0.3128679056277092,0.6624207568839825,0.004731358091019237,1.0,5.4881443370335165e-08,122,180,0.46631577008696945,oat_r_prime
1.1,0.2,0.6,8,8,injection,0,True,,0.6821118761325514,0.9999788354893349,0.3592547998793253,0.6826676860538914,0.004600538947842063,1.0,2.5161633669192927e-07,122,180,0.4950272371852996,oat_r_prime
