beta,eta_err,fidelity,map_err_best_scale,map_scale_imag,map_scale_real,objective,post_prob,r_prime,r_target,reason,status,vec_err_best_scale,vec_scale_imag,vec_scale_real
0.5,1.6028467916782705,0.5824398137802154,0.8953406193804755,0.0,1.8937374946408876,1.2652570032497248,0.8439628152682253,0.2,0.5,,ok,0.8467086842484978,0.0,1.6606394372022577
0.5346153846153846,1.5787150177480882,0.5889005593787718,0.8854474659185262,0.0,1.8936481735641506,1.248790258066683,0.8362938204796806,0.2,0.5,,ok,0.8355115530763586,0.0,1.6622203366793313
0.5692307692307692,1.5546568669784826,0.5954345817434484,0.8755054369401999,0.0,1.892615369687403,1.2322659034064818,0.8278811621093475,0.2,0.5,,ok,0.8242849140235542,0.0,1.6629882914588296
0.6038461538461538,1.5306540738737135,0.6020457695392254,0.8655068931954849,0.0,1.8906027316718874,1.215672242388318,0.8187136700788475,0.2,0.5,,ok,0.8130210842675368,0.0,1.6629107453023342
0.6384615384615384,1.5066880849435256,0.6087382261989337,0.8554438086253979,0.0,1.8875711271672886,1.1989970638042418,0.8087799471213313,0.2,0.5,,ok,0.8017120708014895,0.0,1.6619526212772149
0.673076923076923,1.4827400529535968,0.6155162630158646,0.8453077584493969,0.0,1.8834782463001476,1.182227635774454,0.798068293769239,0.2,0.5,,ok,0.7903495697005488,0.0,1.6600759538701357
0.7076923076923076,1.4587908274964998,0.6223843908040887,0.8350899048065256,0.0,1.878278154217633,1.1653506969827543,0.7865666297158572,0.2,0.5,,ok,0.7789249641196958,0.0,1.6572394727956923
0.7423076923076923,1.4348209425681746,0.6293473095983262,0.8247809801281865,0.0,1.8719207814805048,1.148352446032713,0.7742624096016377,0.2,0.5,,ok,0.7674293214485362,0.0,1.6533981278950156
0.7769230769230768,1.410810601934185,0.6364098957317582,0.8143712684949265,0.0,1.8643513381879078,1.131218529619769,0.7611425306678716,0.2,0.5,,ok,0.7558533901588937,0.0,1.648502541761379
0.8115384615384615,1.3867396632085967,0.6435771854659917,0.803850585331767,0.0,1.8555096338718366,1.1139340304182936,0.747193228897272,0.2,0.5,,ok,0.7441875970257097,0.0,1.6424983730923959
0.846153846153846,1.3625876217596937,0.650854354144224,0.7932082559372101,0.0,1.845329280043855,1.096483455853196,0.7323999591241246,0.2,0.5,,ok,0.7324220455918021,0.0,1.6353255688987949
0.8807692307692307,1.3383335958191755,0.6582466895859911,0.7824330935348988,0.0,1.833736745256589,1.0788507292863023,0.7167472529983135,0.2,0.5,,ok,0.7205465169981526,0.0,1.626917477080386
0.9153846153846154,1.3139563145291482,0.6657595581262377,0.7715133778042017,0.0,1.820650222827354,1.0610191856302666,0.7002185464036844,0.2,0.5,,ok,0.7085504746344777,0.0,1.617199781736602
0.95,1.2894341111476184,0.6733983613055481,0.7604368352148924,0.0,1.8059782576949739,1.042971574050387,0.6827959646169534,0.2,0.5,,ok,0.6964230745082182,0.0,1.6060892107336817
0.5,1.626645925035418,0.574968866247117,0.9062490690055727,0.0,1.889721936113204,1.284157811304269,0.8501669324388953,0.27647058823529413,0.5,,ok,0.8597817201138387,0.0,1.6560080098518626
0.5346153846153846,1.5994577586660357,0.5821337338134475,0.8951864442584825,0.0,1.8901456539891308,1.2657281377293041,0.841955984440823,0.27647058823529413,0.5,,ok,0.8472416022907352,0.0,1.6582279903545276
0.5692307692307692,1.572384988837022,0.5893834419671004,0.8840744929228942,0.0,1.8893743532757412,1.2472466452086117,0.8327938575031063,0.27647058823529413,0.5,,ok,0.8346785708455198,0.0,1.6594183419423174
0.6038461538461538,1.545403614138664,0.5967226201386018,0.8729036077028355,0.0,1.887353400857297,1.2286986982135646,0.8226619108553032,0.27647058823529413,0.5,,ok,0.8220830253690771,0.0,1.6595300075237638
0.6384615384615384,1.5184895305082766,0.6041561007814715,0.8616637777262931,0.0,1.8840236923696514,1.2100691780418262,0.8115412675510904,0.27647058823529413,0.5,,ok,0.8094450942177531,0.0,1.6585098353277665
0.673076923076923,1.4916185612442623,0.6116888891403803,0.8503445959796543,0.0,1.8793209800024213,1.1913425143862026,0.7994127237409386,0.27647058823529413,0.5,,ok,0.7967546608533944,0.0,1.656299948363565
0.7076923076923076,1.4647664888610883,0.6193261270185185,0.8389352678619156,0.0,1.8731751079726704,1.17250272089369,0.78625665740188,0.27647058823529413,0.5,,ok,0.7840013933136583,0.0,1.6528370249446749
0.7423076923076923,1.4379090918423696,0.6270730488568114,0.8274246224266446,0.0,1.8655091341295351,1.153533437548216,0.7720529341641104,0.27647058823529413,0.5,,ok,0.7711747787777344,0.0,1.6480514695955684
0.7769230769230768,1.41102218997282,0.6349349280219069,0.8158011283406352,0.0,1.856238309940205,1.1344179834620287,0.7567808068243816,0.27647058823529413,0.5,,ok,0.7582641656928065,0.0,1.6418664477259706
0.8115384615384615,1.3840817027574577,0.6429170106859241,0.8040529171972942,0.0,1.8452688826314008,1.1151394246387083,0.740418803614676,0.27647058823529413,0.5,,ok,0.7452588165743574,0.0,1.6341967493822585
0.846153846153846,1.3570637265364756,0.6510244340427954,0.792167817632331,0.0,1.8324966714557747,1.095680662551203,0.7229445980343335,0.27647058823529413,0.5,,ok,0.7321479754371772,0.0,1.6249474361785974
0.8807692307692307,1.3299446373683275,0.6592621248106749,0.7801334047704719,0.0,1.8178053532713498,1.0760245510631394,0.7043348496300985,0.27647058823529413,0.5,,ok,0.7189209549184372,0.0,1.614012209638759
0.9153846153846154,1.3027012287072344,0.6676346729756171,0.7679370709819883,0.0,1.801064368249452,1.056154051448349,0.6845649998357872,0.27647058823529413,0.5,,ok,0.7055672496061357,0.0,1.6012714162168162
0.95,1.2753108955165506,0.6761461744856605,0.7555661258804623,0.0,1.7821263203156068,1.0360524382184637,0.6636089987313886,0.27647058823529413,0.5,,ok,0.6920766840025155,0.0,1.5865895702795234
0.5,1.642362321370162,0.570107252257137,0.913345706559436,0.0,1.8830549001756547,1.2965314227238862,0.8506746515320804,0.35294117647058826,0.5,,ok,0.8683639320570251,0.0,1.6494843253837719
0.5346153846153846,1.611530738958432,0.5781277632830205,0.9008834026284639,0.0,1.8839080961426906,1.2757726701670493,0.841759092326146,0.35294117647058826,0.5,,ok,0.8542373570169683,0.0,1.652319336130309
0.5692307692307692,1.5808930098053886,0.5862414981124833,0.8883805883937611,0.0,1.883195880480171,1.2549863475373662,0.8316008424463132,0.35294117647058826,0.5,,ok,0.8401081282461098,0.0,1.6538034866869626
0.6038461538461538,1.5504188474645022,0.5944530931767509,0.8758260226262241,0.0,1.8808342852758637,1.2341555590714222,0.8201702911718531,0.35294117647058826,0.5,,ok,0.8259652024171478,0.0,1.653860887933939
0.6384615384615384,1.520078580769944,0.6027672005274484,0.8632082607119395,0.0,1.8767319786502454,1.2132633354318652,0.8074377694909494,0.35294117647058826,0.5,,ok,0.811797565102268,0.0,1.6524088052190544
0.673076923076923,1.4898433065207373,0.611188389414472,0.8505157358040438,0.0,1.8707891095371458,1.1922927911269994,0.793373478725114,0.35294117647058826,0.5,,ok,0.7975943426957011,0.0,1.6493565564225348
0.7076923076923076,1.4596850674326727,0.6197210285356985,0.8377368563193844,0.0,1.8628959864575667,1.1712273101541748,0.7779474350369023,0.35294117647058826,0.5,,ok,0.7833449334212677,0.0,1.6446042463851198
0.7423076923076923,1.4295770660300893,0.6283691441394719,0.8248601261168481,0.0,1.8529315479158126,1.1500507699719416,0.7611294280202903,0.35294117647058826,0.5,,ok,0.769039164120491,0.0,1.6380412964268856
