boundary_condition,r_target,r_prime,beta,n_coeff,n_trotter_steps,state_prep_method,snap_depth,valid,error,fidelity,fidelity_vs_truncated,postselection_probability,rel_error_vs_exact,rel_error_vs_truncated,oracle_fidelity,coeff_backend_gap,circuit_depth,circuit_size,oracle_apply_mode,oracle_n_active_fock_levels,oracle_n_jc_pulses,oracle_n_qubit_rotations,oracle_vs_ideal_fidelity,ideal_vs_reference_fidelity,snap_n_snap,snap_total_iterations,snap_restarts,snap_maxiter,score_objective,score_balanced,score_pde,score_prep_pde,score_oracle,score_truncated,score,source
periodic,8.3,4.19,0.3,48,100,injection,0,True,,0.9896357024425364,0.9999999999999998,0.0445233952122279,0.10233690048038245,1.0443242222460706e-14,1.0,0.39365781135470995,802,1104,direct_injection,,,,1.0,0.9896357024425371,,,3,1000,pde,0.20990936495540122,0.9896357024425364,0.9948043538518196,1.0,0.9999999999999998,0.9896357024425364,oat_beta
periodic,8.3,4.19,0.675,48,100,injection,0,True,,0.9942836823485832,1.0,0.048721394160628456,0.07582335920299406,1.0804885536302732e-14,1.0,8.600315048254897,802,1104,direct_injection,,,,0.9999999999999998,0.9942836823485828,,,3,1000,pde,0.22009744931549394,0.9942836823485832,0.9971377449222265,1.0,1.0,0.9942836823485832,oat_beta
periodic,8.3,4.19,0.725,48,100,injection,0,True,,0.9942807625617239,0.9999999999999998,0.04872189465603031,0.07584283265831708,1.3944938158920323e-14,1.0,1.6279869610565278,802,1104,direct_injection,,,,0.9999999999999998,0.9942807625617224,,,3,1000,pde,0.22009825663110055,0.9942807625617239,0.9971362808371401,1.0,0.9999999999999998,0.9942807625617239,oat_beta
periodic,8.3,4.19,0.75,48,100,injection,0,True,,0.9942807625117881,1.0,0.048721894668500854,0.0758428329913215,1.0553632293170232e-14,1.0,0.978042448948589,802,1104,direct_injection,,,,1.0,0.9942807625117877,,,3,1000,pde,0.22009825665374103,0.9942807625117881,0.9971362808121005,1.0,1.0,0.9942807625117881,oat_beta
periodic,8.3,4.19,0.8,48,100,injection,0,True,,0.9942807625117874,0.9999999999999998,0.04872189466850289,0.07584283299132563,1.15613852928906e-14,1.0,0.4146277597709406,802,1104,direct_injection,,,,0.9999999999999996,0.9942807625117863,,,3,1000,pde,0.22009825665374555,0.9942807625117874,0.9971362808121002,1.0,0.9999999999999998,0.9942807625117874,oat_beta
periodic,8.3,4.19,0.9,48,100,injection,0,True,,0.9942807625117865,0.9999999999999996,0.04872189466850367,0.07584283299132961,1.3464112185459321e-14,1.0,0.48529096374473213,802,1104,direct_injection,,,,0.9999999999999998,0.9942807625117854,,,3,1000,pde,0.22009825665374722,0.9942807625117865,0.9971362808120997,1.0,0.9999999999999996,0.9942807625117865,oat_beta
