step,time,pde_error,post_prob,fidelity,trace_distance,u_target_real_0,u_target_imag_0,u_quantum_real_0,u_quantum_imag_0,u_target_real_1,u_target_imag_1,u_quantum_real_1,u_quantum_imag_1,u_target_real_2,u_target_imag_2,u_quantum_real_2,u_quantum_imag_2,u_target_real_3,u_target_imag_3,u_quantum_real_3,u_quantum_imag_3
18.0,0.45,0.3386623659234149,0.2796417160246073,0.8854317305435371,0.3384793486410398,0.19562244597278677,0.0,0.24716703757239414,0.0013720166999549464,0.4924348642610318,0.0,0.3495438923554368,0.0016398722533595201,0.20198721088298113,0.0,0.2814713127170522,-0.0038996247945051357,0.04328703513140439,0.0,0.13068671143253863,-0.0066591115940830385
19.0,0.47500000000000003,0.3333417250530754,0.2704738731857981,0.8890228114829221,0.3331323888742703,0.19791304569134194,0.0,0.23752150552947898,0.0021204892170670624,0.4781821222874416,0.0,0.3405249648532323,0.0016147960705879098,0.20505817392112585,0.0,0.2816381190398771,-0.00433198364015893,0.046140063870815776,0.0,0.13678808277608823,-0.006578457228476977
20.0,0.5,0.3285423750934685,0.26167228477971777,0.8922250498535902,0.3282909534946241,0.19975452129207308,0.0,0.2282492489277589,0.0027508411906513332,0.4647444044226362,0.0,0.3320514382067507,0.0015118922749564937,0.2077106859561797,0.0,0.28130725012357977,-0.004509149203930568,0.048923610163947764,0.0,0.14181274899781376,-0.006449605104372617
21.0,0.525,0.3244053235675417,0.25315681192634254,0.8949646477170309,0.32409158008650785,0.20118790462756972,0.0,0.21953592089074345,0.0032458135740915765,0.4520617885143544,0.0,0.323893417974469,0.0013454332516152881,0.20998250799027407,0.0,0.2805790180089166,-0.004457805102920683,0.05163133010588285,0.0,0.14579909791254314,-0.006298042245379245
22.0,0.55,0.3208168193642156,0.24486162227967023,0.8973374076724533,0.3204100378070987,0.20225082452280868,0.0,0.21144776727353387,0.0035315840158346022,0.44007911156863866,0.0,0.31595044468679934,0.0012033346248122973,0.21190801771890425,0.0,0.2794913029366629,-0.004307697808384903,0.054258067759577366,0.0,0.14880087904870037,-0.006100337181947611
23.0,0.5750000000000001,0.31743291480300073,0.2367348149208614,0.8995852112744516,0.3168829258977966,0.20297778392801513,0.0,0.20391834793100616,0.003558019415866739,0.4287455793998831,0.0,0.3082810628818053,0.0011676690339103356,0.21351851298159438,0.0,0.27797407066096624,-0.004179152963317623,0.056799718503366126,0.0,0.150930374954857,-0.005818784232652149
24.0,0.6000000000000001,0.31389086537040306,0.22873811483378254,0.9019567828654665,0.3131185352778291,0.2034004144421492,0.0,0.196813209533755,0.0033649919827615344,0.41801440885655206,0.0,0.3010125867410502,0.0012353121852610011,0.21484248813984252,0.0,0.27591403493691535,-0.004087029090176057,0.059253106104878814,0.0,0.15233620899998265,-0.005446998126288316
25.0,0.625,0.31003923807357187,0.2208462963400354,0.9045624584480927,0.3089296708830468,0.2035477100707608,0.0,0.19003503613857065,0.0030794127617852917,0.4078424998750265,0.0,0.2941965182108262,0.0013087107898346415,0.21590588578128533,0.0,0.273272993930352,-0.003941163022230907,0.061615872221690494,0.0,0.15313810582718887,-0.005025247418820801
26.0,0.65,0.30600558569214026,0.2130451289218673,0.9073369637136562,0.30440603851820003,0.2034462419269642,0.0,0.18359250605439126,0.0028417482103190042,0.3981901348473885,0.0,0.2877266873638653,0.0012700941750329966,0.21673232593772063,0.0,0.2701526340909587,-0.0036418606616033266,0.06388637714827444,0.0,0.1533806252127865,-0.00461088961271504
27.0,0.675,0.30205750806773324,0.20532755991936733,0.9101334924433545,0.29977743003209145,0.20312035544231097,0.0,0.17757941994674378,0.002717213193832376,0.38902070300244673,0.0,0.28139076570989585,0.0010805234600262028,0.21734331481187033,0.0,0.26674111900487285,-0.0031876535714086746,0.06606361073733759,0.0,0.15305200662867094,-0.004230045996168965
28.0,0.7000000000000001,0.2983817590024606,0.19769027156845143,0.9128641752828079,0.2951877787395537,0.20259235152424893,0.0,0.1720799442038358,0.0026602124718527803,0.3803004476945082,0.0,0.2750172958541714,0.0008200436986109533,0.2177584348318887,0.0,0.26317842199531843,-0.0027005192480127676,0.06814711252234683,0.0,0.1521560472067154,-0.003855494848307598
29.0,0.7250000000000001,0.2949631250873267,0.19013228577024058,0.9155727230379506,0.29056372272196973,0.2018826529776814,0.0,0.16707512452504428,0.0025599911828880335,0.3719982346730226,0.0,0.2685992680469934,0.000630575951535399,0.21799551769219133,0.0,0.2594520059949251,-0.00234174655048853,0.07013690015787344,0.0,0.15077481904219325,-0.003434721242020067
30.0,0.75,0.2916494139988451,0.18265505780976363,0.9183909438316209,0.28567298816720355,0.20100995739892674,0.0,0.16242654165993367,0.0023329656109551825,0.36408533956956046,0.0,0.262289839366788,0.0006030932368527227,0.21807080189281344,0.0,0.2554169724143488,-0.0021836327322268595,0.07203340537608173,0.0,0.14906247853161372,-0.0029478015364978296
31.0,0.775,0.28833725432514995,0.17526348997595467,0.9214226520842324,0.2803165138120972,0.19999137765031755,0.0,0.15795318763301364,0.0019911782796487097,0.35653525298803657,0.0,0.25626693870833495,0.0006998207216821407,0.21799907615599673,0.0,0.25093551585109203,-0.0021431914723785864,0.07383741673199692,0.0,0.1471661604895255,-0.0024447697702752887
32.0,0.8,0.28512281805611733,0.16796710031006878,0.9246502866316061,0.27449902252721015,0.19884257093196603,0.0,0.15354346193663992,0.0016346430111773644,0.34932350172078486,0.0,0.2505717040487442,0.0007784839402827518,0.21779380997691736,0.0,0.24602797591374592,-0.0020389680490659223,0.0755500284777614,0.0,0.14513452449151024,-0.002023887193757734
33.0,0.8250000000000001,0.28229128822943234,0.1607792915160113,0.9279407379532274,0.26843856289060397,0.19757785738318448,0.0,0.14921458285192504,0.0013746206653047805,0.342427484738145,0.0,0.24505264293140527,0.000704551455468431,0.21746727245437314,0.0,0.24090781753255183,-0.0017338102469994766,0.07717259496752842,0.0,0.14289309496695737,-0.001759762040125036
34.0,0.8500000000000001,0.28015733681475774,0.153714696687641,0.9311416648296884,0.2624087177864174,0.19621032906902153,0.0,0.14507191026440527,0.0012489698929344548,0.33582632271363766,0.0,0.23946713981570197,0.0004635386252843868,0.21703064044592998,0.0,0.2358582915330601,-0.0012532086020132596,0.07870669005050318,0.0,0.14031810928841235,-0.0016357516758113357
35.0,0.875,0.2788981129664552,0.14678713036986174,0.9341814417671277,0.2565512779794171,0.19475195013676988,0.0,0.14119995954727402,0.0011965246330309105,0.3295007199514757,0.0,0.2336656547867884,0.00018084976686361473,0.21649409699960548,0.0,0.23103558707052288,-0.0007818024426076119,0.0801540709604148,0.0,0.1373614824042712,-0.001539036242720253
36.0,0.9,0.27850873734395415,0.14000836259100036,0.9370962903410534,0.25080611966008026,0.193213648862582,0.0,0.13757212162796106,0.001110384871749914,0.3234328376789102,0.0,0.2277128329782438,2.780709773736395e-05,0.21586692092988108,0.0,0.226350433250472,-0.0005324528633540766,0.08151664625584772,0.0,0.13413175992960613,-0.0013321976071983927
37.0,0.925,0.2788948947548796,0.13338663243436677,0.9399767291840131,0.24499647102761807,0.19160540224901107,0.0,0.13405271957944903,0.0009273558644888811,0.31760617775355937,0.0,0.22184313405339423,8.41400543293613e-05,0.21515756832896354,0.0,0.2215298747123476,-0.0005826585441813697,0.08279644740779496,0.0,0.1308606941176739,-0.0009547076165407712
38.0,0.9500000000000001,0.2800234777841007,0.12692692527948732,0.9428748361843844,0.23900871075258948,0.18993631377988943,0.0,0.13049240383429875,0.0006816103328780235,0.3120054759160147,0.0,0.2162761759173494,0.0002663320172744582,0.21437374673411494,0.0,0.21632662020580415,-0.0008039650150060584,0.08399560366889326,0.0,0.12776797674415566,-0.0004787227854333342
39.0,0.9750000000000001,0.28201094930785947,0.12063382880496869,0.9457403163467581,0.23293708088933002,0.18821468488910204,0.0,0.12684240723529625,0.0004783834336397919,0.30661660379139344,0.0,0.21103075969996743,0.00038393111901556553,0.21352248260793655,0.0,0.21072587895626618,-0.0009443992177802621,0.08511631989340557,0.0,0.12491669879180509,-7.176035659526118e-05
40.0,1.0,0.2850614818427146,0.11451313706837517,0.9484480137087872,0.22705062495226216,0.18644808065408047,0.0,0.12319519089027017,0.000407283464051253,0.3014264789106367,0.0,0.20588527342926877,0.00028605951713467777,0.21261018273020268,0.0,0.20499210176533247,-0.0008087602726679744,0.08616085700844868,0.0,0.12216652447194715,0.00011359608682423908
