boundary,r_target,r_prime,beta,n_coeff,N_Fock,n_quad,coeff_backend,dv_dim,n_trotter_steps,evaluation,state_prep_method,target_state_prep_method,oracle_fidelity,rel_frobenius_error,rel_spectral_error,worst_scaled_relative_error,worst_conditional_fidelity,worst_input_name,p_succ,p_ref,p_target_model,inv_p_succ,p_min,p_max,eps_model,eps_synth,eps_t,eps_tot,eps_model_fro,eps_synth_fro,eps_t_fro,eps_tot_fro,alpha_target_re,alpha_target_im,alpha_prepared_re,alpha_prepared_im,best_fit_scale_re,best_fit_scale_im,best_fit_rel_frobenius_error,wiring_crosscheck_relative_error,slow_input_linearity_error,per_input,resource_ledger,prepared_scale_diagnostic,gate_evaluation,coefficient_artifact,raw_artifact,field_labels,hbar_convention
dirichlet,1.4,0.4,0.5,24,64,240,explicit_overlap,4,100,"[""exact_finite_map"", ""circuit_statevector""]",law_eberly,ideal_injection,1.0000000000000004,0.024475200610746272,0.02203401311090679,0.04843685015827093,0.9976554058060244,slow_mode_orthogonal,0.11068121720458984,0.11177401053518174,0.11076759189214212,9.0349566553062,0.017982873488369168,0.11068121720458984,0.015004960832875659,7.475904227916167e-17,0.0007417980415671199,0.015038616085531016,0.017864145690976923,1.119773831108312e-16,0.001169740649019674,0.01790065761436389,1.2628199051483453,0.0,1.2628199051483453,2.3980175657929617e-17,1.267508565028598,6.309468164249054e-14,0.024194214252155285,2.581296112363262e-14,1.3215612420701634e-15,"[{""conditional_fidelity"": 0.9993102266113528, ""index"": 0, ""name"": ""basis_0"", ""scaled_relative_error"": 0.02632726736417837, ""success_probability"": 0.05569810751730686}, {""conditional_fidelity"": 0.9994695395974846, ""index"": 1, ""name"": ""basis_1"", ""scaled_relative_error"": 0.02349350952112721, ""success_probability"": 0.11068121720458984}, {""conditional_fidelity"": 0.9994695395974849, ""index"": 2, ""name"": ""basis_2"", ""scaled_relative_error"": 0.023493509521133105, ""success_probability"": 0.11068121720458973}, {""conditional_fidelity"": 0.9993102266113533, ""index"": 3, ""name"": ""basis_3"", ""scaled_relative_error"": 0.026327267364173883, ""success_probability"": 0.05569810751730544}, {""conditional_fidelity"": 0.9976554058060244, ""index"": 4, ""name"": ""slow_mode_orthogonal"", ""scaled_relative_error"": 0.04843685015827093, ""success_probability"": 0.017982873488369168}]","[{""C_input"": {}, ""C_osc_prep"": {""S"": 1, ""jc"": 23, ""r"": 23, ""x"": 1}, ""C_post"": {""S"": 1}, ""C_run"": {""D"": 100, ""S"": 2, ""cD"": 300, ""cx"": 400, ""h"": 1000, ""jc"": 23, ""r"": 23, ""rz"": 400, ""x"": 1}, ""C_run_total"": 2249, ""C_step"": {""D"": 1, ""cD"": 3, ""cx"": 4, ""h"": 10, ""rz"": 4}, ""E_C_accept"": {""D"": 1795.3931373508046, ""S"": 35.90786274701609, ""cD"": 5386.179412052414, ""cx"": 7181.5725494032185, ""h"": 17953.931373508047, ""jc"": 412.94042159068505, ""r"": 412.94042159068505, ""rz"": 7181.5725494032185, ""x"": 17.953931373508045}, ""E_N_run"": 17.953931373508045, ""input"": ""basis_0"", ""inv_p_succ"": 17.953931373508045, ""n_t_C_step"": {""D"": 100, ""cD"": 300, ""cx"": 400, ""h"": 1000, ""rz"": 400}, ""p_succ"": 0.05569810751730686, ""physical_ops"": {""fock_zero_postselection"": 1}, ""simulator_only"": [], ""static_footprint"": {""le_aux_qubits"": 1, ""n_dv_qubits"": 2, ""physical_qumodes"": 1, ""simulator_qubits_per_qumode"": 6}}, {""C_input"": {""x"": 1}, ""C_osc_prep"": {""S"": 1, ""jc"": 23, ""r"": 23, ""x"": 1}, ""C_post"": {""S"": 1}, ""C_run"": {""D"": 100, ""S"": 2, ""cD"": 300, ""cx"": 400, ""h"": 1000, ""jc"": 23, ""r"": 23, ""rz"": 400, ""x"": 2}, ""C_run_total"": 2250, ""C_step"": {""D"": 1, ""cD"": 3, ""cx"": 4, ""h"": 10, ""rz"": 4}, ""E_C_accept"": {""D"": 903.4956655306199, ""S"": 18.0699133106124, ""cD"": 2710.4869965918597, ""cx"": 3613.9826621224797, ""h"": 9034.9566553062, ""jc"": 207.80400307204258, ""r"": 207.80400307204258, ""rz"": 3613.9826621224797, ""x"": 18.0699133106124}, ""E_N_run"": 9.0349566553062, ""input"": ""basis_1"", ""inv_p_succ"": 9.0349566553062, ""n_t_C_step"": {""D"": 100, ""cD"": 300, ""cx"": 400, ""h"": 1000, ""rz"": 400}, ""p_succ"": 0.11068121720458984, ""physical_ops"": {""fock_zero_postselection"": 1}, ""simulator_only"": [], ""static_footprint"": {""le_aux_qubits"": 1, ""n_dv_qubits"": 2, ""physical_qumodes"": 1, ""simulator_qubits_per_qumode"": 6}}, {""C_input"": {""x"": 1}, ""C_osc_prep"": {""S"": 1, ""jc"": 23, ""r"": 23, ""x"": 1}, ""C_post"": {""S"": 1}, ""C_run"": {""D"": 100, ""S"": 2, ""cD"": 300, ""cx"": 400, ""h"": 1000, ""jc"": 23, ""r"": 23, ""rz"": 400, ""x"": 2}, ""C_run_total"": 2250, ""C_step"": {""D"": 1, ""cD"": 3, ""cx"": 4, ""h"": 10, ""rz"": 4}, ""E_C_accept"": {""D"": 903.4956655306208, ""S"": 18.069913310612417, ""cD"": 2710.4869965918624, ""cx"": 3613.9826621224834, ""h"": 9034.956655306209, ""jc"": 207.8040030720428, ""r"": 207.8040030720428, ""rz"": 3613.9826621224834, ""x"": 18.069913310612417}, ""E_N_run"": 9.034956655306209, ""input"": ""basis_2"", ""inv_p_succ"": 9.034956655306209, ""n_t_C_step"": {""D"": 100, ""cD"": 300, ""cx"": 400, ""h"": 1000, ""rz"": 400}, ""p_succ"": 0.11068121720458973, ""physical_ops"": {""fock_zero_postselection"": 1}, ""simulator_only"": [], ""static_footprint"": {""le_aux_qubits"": 1, ""n_dv_qubits"": 2, ""physical_qumodes"": 1, ""simulator_qubits_per_qumode"": 6}}, {""C_input"": {""x"": 2}, ""C_osc_prep"": {""S"": 1, ""jc"": 23, ""r"": 23, ""x"": 1}, ""C_post"": {""S"": 1}, ""C_run"": {""D"": 100, ""S"": 2, ""cD"": 300, ""cx"": 400, ""h"": 1000, ""jc"": 23, ""r"": 23, ""rz"": 400, ""x"": 3}, ""C_run_total"": 2251, ""C_step"": {""D"": 1, ""cD"": 3, ""cx"": 4, ""h"": 10, ""rz"": 4}, ""E_C_accept"": {""D"": 1795.3931373508506, ""S"": 35.907862747017006, ""cD"": 5386.179412052551, ""cx"": 7181.572549403402, ""h"": 17953.931373508505, ""jc"": 412.9404215906956, ""r"": 412.9404215906956, ""rz"": 7181.572549403402, ""x"": 53.861794120525516}, ""E_N_run"": 17.953931373508503, ""input"": ""basis_3"", ""inv_p_succ"": 17.953931373508503, ""n_t_C_step"": {""D"": 100, ""cD"": 300, ""cx"": 400, ""h"": 1000, ""rz"": 400}, ""p_succ"": 0.05569810751730544, ""physical_ops"": {""fock_zero_postselection"": 1}, ""simulator_only"": [], ""static_footprint"": {""le_aux_qubits"": 1, ""n_dv_qubits"": 2, ""physical_qumodes"": 1, ""simulator_qubits_per_qumode"": 6}}, {""C_input"": {""initialize"": 1}, ""C_osc_prep"": {""S"": 1, ""jc"": 23, ""r"": 23, ""x"": 1}, ""C_post"": {""S"": 1}, ""C_run"": {""D"": 100, ""S"": 2, ""cD"": 300, ""cx"": 400, ""h"": 1000, ""initialize"": 1, ""jc"": 23, ""r"": 23, ""rz"": 400, ""x"": 1}, ""C_run_total"": 2250, ""C_step"": {""D"": 1, ""cD"": 3, ""cx"": 4, ""h"": 10, ""rz"": 4}, ""E_C_accept"": {""D"": 5560.846550173267, ""S"": 111.21693100346535, ""cD"": 16682.539650519804, ""cx"": 22243.38620069307, ""h"": 55608.46550173267, ""initialize"": 55.608465501732674, ""jc"": 1278.9947065398514, ""r"": 1278.9947065398514, ""rz"": 22243.38620069307, ""x"": 55.608465501732674}, ""E_N_run"": 55.608465501732674, ""input"": ""slow_mode_orthogonal"", ""inv_p_succ"": 55.608465501732674, ""n_t_C_step"": {""D"": 100, ""cD"": 300, ""cx"": 400, ""h"": 1000, ""rz"": 400}, ""p_succ"": 0.017982873488369168, ""physical_ops"": {""fock_zero_postselection"": 1}, ""simulator_only"": [], ""static_footprint"": {""le_aux_qubits"": 1, ""n_dv_qubits"": 2, ""physical_qumodes"": 1, ""simulator_qubits_per_qumode"": 6}}]","{""frobenius"": {""circuit_term"": 0.0014771717754431888, ""decomposition_residual"": 5.627500173845673e-17, ""eps_tot"": 0.01790065761436389, ""model_term"": 0.017864145690976923, ""scale_change_term"": 1.3831240087992103e-17, ""synth_term"": 1.4140726831877975e-16}, ""spectral"": {""circuit_term"": 0.0009367573324910185, ""decomposition_residual"": 5.16233771982113e-17, ""eps_tot"": 0.015038616085531016, ""model_term"": 0.015004960832875659, ""scale_change_term"": 1.2906520875925988e-17, ""synth_term"": 9.440720667995205e-17}}",Narrow,results_revision/coefficients_dirichlet_r1p4_rp0p4_b0p5_N24.json,results_revision/finite_map_dirichlet_raw.npz,"{""N_Fock"": ""[invariant]"", ""alpha_prepared_im"": ""[invariant]"", ""alpha_prepared_re"": ""[invariant]"", ""alpha_target_im"": ""[invariant]"", ""alpha_target_re"": ""[invariant]"", ""best_fit_rel_frobenius_error"": ""[invariant]"", ""best_fit_scale_im"": ""[invariant]"", ""best_fit_scale_re"": ""[invariant]"", ""beta"": ""[invariant]"", ""boundary"": ""[invariant]"", ""coeff_backend"": ""[invariant]"", ""coefficient_artifact"": ""[invariant]"", ""dv_dim"": ""[invariant]"", ""eps_model"": ""[invariant]"", ""eps_model_fro"": ""[invariant]"", ""eps_synth"": ""[invariant]"", ""eps_synth_fro"": ""[invariant]"", ""eps_t"": ""[invariant]"", ""eps_t_fro"": ""[invariant]"", ""eps_tot"": ""[invariant]"", ""eps_tot_fro"": ""[invariant]"", ""evaluation"": ""[invariant]"", ""gate_evaluation"": ""[invariant]"", ""inv_p_succ"": ""[invariant]"", ""n_coeff"": ""[invariant]"", ""n_quad"": ""[invariant]"", ""n_trotter_steps"": ""[invariant]"", ""oracle_fidelity"": ""[invariant]"", ""p_max"": ""[invariant]"", ""p_min"": ""[invariant]"", ""p_ref"": ""[invariant]"", ""p_succ"": ""[invariant]"", ""p_target_model"": ""[invariant]"", ""per_input"": ""[invariant]"", ""prepared_scale_diagnostic"": ""[invariant]"", ""r_prime"": ""[invariant]"", ""r_target"": ""[invariant]"", ""raw_artifact"": ""[invariant]"", ""rel_frobenius_error"": ""[invariant]"", ""rel_spectral_error"": ""[invariant]"", ""resource_ledger"": ""[invariant]"", ""slow_input_linearity_error"": ""[invariant]"", ""state_prep_method"": ""[invariant]"", ""target_state_prep_method"": ""[invariant]"", ""wiring_crosscheck_relative_error"": ""[invariant]"", ""worst_conditional_fidelity"": ""[invariant]"", ""worst_input_name"": ""[invariant]"", ""worst_scaled_relative_error"": ""[invariant]""}",paper_hbar2
neumann,1.4,0.4,0.5,24,64,240,explicit_overlap,4,100,"[""exact_finite_map"", ""circuit_statevector""]",law_eberly,ideal_injection,1.0000000000000004,0.00762769401599731,0.005495864454748991,0.01185946789173679,0.9999307573981208,slow_mode_orthogonal,0.1738624608491352,0.17415742079024987,0.1736517843941098,5.7516728747312795,0.1118979250063624,0.24069135468455366,0.00519062352459105,1.4351416850421666e-16,0.0016297697636114342,0.00549586445474899,0.008241267184169763,1.6352181353342002e-16,0.0021481441205926316,0.00879429573928553,1.2628199051483453,0.0,1.2628199051483453,2.3980175657929617e-17,1.2661677006300238,6.202523499958889e-14,0.007154798185045561,3.4458270987261564e-14,2.1066443373670654e-15,"[{""conditional_fidelity"": 0.9999659353200299, ""index"": 0, ""name"": ""basis_0"", ""scaled_relative_error"": 0.007054644396845562, ""success_probability"": 0.24069135468455366}, {""conditional_fidelity"": 0.9999307573981208, ""index"": 1, ""name"": ""basis_1"", ""scaled_relative_error"": 0.00836079245827999, ""success_probability"": 0.1738624608491352}, {""conditional_fidelity"": 0.9999307573981213, ""index"": 2, ""name"": ""basis_2"", ""scaled_relative_error"": 0.008360792458279873, ""success_probability"": 0.17386246084913662}, {""conditional_fidelity"": 0.9999659353200294, ""index"": 3, ""name"": ""basis_3"", ""scaled_relative_error"": 0.007054644396836083, ""success_probability"": 0.24069135468455197}, {""conditional_fidelity"": 0.9999866297599806, ""index"": 4, ""name"": ""slow_mode_orthogonal"", ""scaled_relative_error"": 0.01185946789173679, ""success_probability"": 0.1118979250063624}]","[{""C_input"": {}, ""C_osc_prep"": {""S"": 1, ""jc"": 23, ""r"": 23, ""x"": 1}, ""C_post"": {""S"": 1}, ""C_run"": {""D"": 100, ""S"": 2, ""cD"": 400, ""cx"": 600, ""h"": 1000, ""jc"": 23, ""r"": 23, ""rz"": 400, ""x"": 1}, ""C_run_total"": 2549, ""C_step"": {""D"": 1, ""cD"": 4, ""cx"": 6, ""h"": 10, ""rz"": 4}, ""E_C_accept"": {""D"": 415.4698457327578, ""S"": 8.309396914655157, ""cD"": 1661.8793829310312, ""cx"": 2492.819074396547, ""h"": 4154.698457327578, ""jc"": 95.5580645185343, ""r"": 95.5580645185343, ""rz"": 1661.8793829310312, ""x"": 4.154698457327578}, ""E_N_run"": 4.154698457327578, ""input"": ""basis_0"", ""inv_p_succ"": 4.154698457327578, ""n_t_C_step"": {""D"": 100, ""cD"": 400, ""cx"": 600, ""h"": 1000, ""rz"": 400}, ""p_succ"": 0.24069135468455366, ""physical_ops"": {""fock_zero_postselection"": 1}, ""simulator_only"": [], ""static_footprint"": {""le_aux_qubits"": 1, ""n_dv_qubits"": 2, ""physical_qumodes"": 1, ""simulator_qubits_per_qumode"": 6}}, {""C_input"": {""x"": 1}, ""C_osc_prep"": {""S"": 1, ""jc"": 23, ""r"": 23, ""x"": 1}, ""C_post"": {""S"": 1}, ""C_run"": {""D"": 100, ""S"": 2, ""cD"": 400, ""cx"": 600, ""h"": 1000, ""jc"": 23, ""r"": 23, ""rz"": 400, ""x"": 2}, ""C_run_total"": 2550, ""C_step"": {""D"": 1, ""cD"": 4, ""cx"": 6, ""h"": 10, ""rz"": 4}, ""E_C_accept"": {""D"": 575.167287473128, ""S"": 11.503345749462559, ""cD"": 2300.669149892512, ""cx"": 3451.0037248387675, ""h"": 5751.672874731279, ""jc"": 132.28847611881943, ""r"": 132.28847611881943, ""rz"": 2300.669149892512, ""x"": 11.503345749462559}, ""E_N_run"": 5.7516728747312795, ""input"": ""basis_1"", ""inv_p_succ"": 5.7516728747312795, ""n_t_C_step"": {""D"": 100, ""cD"": 400, ""cx"": 600, ""h"": 1000, ""rz"": 400}, ""p_succ"": 0.1738624608491352, ""physical_ops"": {""fock_zero_postselection"": 1}, ""simulator_only"": [], ""static_footprint"": {""le_aux_qubits"": 1, ""n_dv_qubits"": 2, ""physical_qumodes"": 1, ""simulator_qubits_per_qumode"": 6}}, {""C_input"": {""x"": 1}, ""C_osc_prep"": {""S"": 1, ""jc"": 23, ""r"": 23, ""x"": 1}, ""C_post"": {""S"": 1}, ""C_run"": {""D"": 100, ""S"": 2, ""cD"": 400, ""cx"": 600, ""h"": 1000, ""jc"": 23, ""r"": 23, ""rz"": 400, ""x"": 2}, ""C_run_total"": 2550, ""C_step"": {""D"": 1, ""cD"": 4, ""cx"": 6, ""h"": 10, ""rz"": 4}, ""E_C_accept"": {""D"": 575.1672874731232, ""S"": 11.503345749462465, ""cD"": 2300.669149892493, ""cx"": 3451.00372483874, ""h"": 5751.672874731233, ""jc"": 132.28847611881835, ""r"": 132.28847611881835, ""rz"": 2300.669149892493, ""x"": 11.503345749462465}, ""E_N_run"": 5.7516728747312325, ""input"": ""basis_2"", ""inv_p_succ"": 5.7516728747312325, ""n_t_C_step"": {""D"": 100, ""cD"": 400, ""cx"": 600, ""h"": 1000, ""rz"": 400}, ""p_succ"": 0.17386246084913662, ""physical_ops"": {""fock_zero_postselection"": 1}, ""simulator_only"": [], ""static_footprint"": {""le_aux_qubits"": 1, ""n_dv_qubits"": 2, ""physical_qumodes"": 1, ""simulator_qubits_per_qumode"": 6}}, {""C_input"": {""x"": 2}, ""C_osc_prep"": {""S"": 1, ""jc"": 23, ""r"": 23, ""x"": 1}, ""C_post"": {""S"": 1}, ""C_run"": {""D"": 100, ""S"": 2, ""cD"": 400, ""cx"": 600, ""h"": 1000, ""jc"": 23, ""r"": 23, ""rz"": 400, ""x"": 3}, ""C_run_total"": 2551, ""C_step"": {""D"": 1, ""cD"": 4, ""cx"": 6, ""h"": 10, ""rz"": 4}, ""E_C_accept"": {""D"": 415.46984573276075, ""S"": 8.309396914655215, ""cD"": 1661.879382931043, ""cx"": 2492.8190743965642, ""h"": 4154.698457327607, ""jc"": 95.55806451853496, ""r"": 95.55806451853496, ""rz"": 1661.879382931043, ""x"": 12.464095371982822}, ""E_N_run"": 4.154698457327608, ""input"": ""basis_3"", ""inv_p_succ"": 4.154698457327608, ""n_t_C_step"": {""D"": 100, ""cD"": 400, ""cx"": 600, ""h"": 1000, ""rz"": 400}, ""p_succ"": 0.24069135468455197, ""physical_ops"": {""fock_zero_postselection"": 1}, ""simulator_only"": [], ""static_footprint"": {""le_aux_qubits"": 1, ""n_dv_qubits"": 2, ""physical_qumodes"": 1, ""simulator_qubits_per_qumode"": 6}}, {""C_input"": {""initialize"": 1}, ""C_osc_prep"": {""S"": 1, ""jc"": 23, ""r"": 23, ""x"": 1}, ""C_post"": {""S"": 1}, ""C_run"": {""D"": 100, ""S"": 2, ""cD"": 400, ""cx"": 600, ""h"": 1000, ""initialize"": 1, ""jc"": 23, ""r"": 23, ""rz"": 400, ""x"": 1}, ""C_run_total"": 2550, ""C_step"": {""D"": 1, ""cD"": 4, ""cx"": 6, ""h"": 10, ""rz"": 4}, ""E_C_accept"": {""D"": 893.671620758956, ""S"": 17.87343241517912, ""cD"": 3574.686483035824, ""cx"": 5362.029724553736, ""h"": 8936.71620758956, ""initialize"": 8.93671620758956, ""jc"": 205.54447277455986, ""r"": 205.54447277455986, ""rz"": 3574.686483035824, ""x"": 8.93671620758956}, ""E_N_run"": 8.93671620758956, ""input"": ""slow_mode_orthogonal"", ""inv_p_succ"": 8.93671620758956, ""n_t_C_step"": {""D"": 100, ""cD"": 400, ""cx"": 600, ""h"": 1000, ""rz"": 400}, ""p_succ"": 0.1118979250063624, ""physical_ops"": {""fock_zero_postselection"": 1}, ""simulator_only"": [], ""static_footprint"": {""le_aux_qubits"": 1, ""n_dv_qubits"": 2, ""physical_qumodes"": 1, ""simulator_qubits_per_qumode"": 6}}]","{""frobenius"": {""circuit_term"": 0.0027127191546117623, ""decomposition_residual"": 7.121722909906995e-17, ""eps_tot"": 0.00879429573928553, ""model_term"": 0.008241267184169763, ""scale_change_term"": 2.1837456005280146e-17, ""synth_term"": 2.064986010559589e-16}, ""spectral"": {""circuit_term"": 0.0020581056982974326, ""decomposition_residual"": 5.81509028565425e-17, ""eps_tot"": 0.00549586445474899, ""model_term"": 0.00519062352459105, ""scale_change_term"": 1.8989386816097612e-17, ""synth_term"": 1.8123254865793865e-16}}",Green,results_revision/coefficients_neumann_r1p4_rp0p4_b0p5_N24.json,results_revision/finite_map_neumann_raw.npz,"{""N_Fock"": ""[invariant]"", ""alpha_prepared_im"": ""[invariant]"", ""alpha_prepared_re"": ""[invariant]"", ""alpha_target_im"": ""[invariant]"", ""alpha_target_re"": ""[invariant]"", ""best_fit_rel_frobenius_error"": ""[invariant]"", ""best_fit_scale_im"": ""[invariant]"", ""best_fit_scale_re"": ""[invariant]"", ""beta"": ""[invariant]"", ""boundary"": ""[invariant]"", ""coeff_backend"": ""[invariant]"", ""coefficient_artifact"": ""[invariant]"", ""dv_dim"": ""[invariant]"", ""eps_model"": ""[invariant]"", ""eps_model_fro"": ""[invariant]"", ""eps_synth"": ""[invariant]"", ""eps_synth_fro"": ""[invariant]"", ""eps_t"": ""[invariant]"", ""eps_t_fro"": ""[invariant]"", ""eps_tot"": ""[invariant]"", ""eps_tot_fro"": ""[invariant]"", ""evaluation"": ""[invariant]"", ""gate_evaluation"": ""[invariant]"", ""inv_p_succ"": ""[invariant]"", ""n_coeff"": ""[invariant]"", ""n_quad"": ""[invariant]"", ""n_trotter_steps"": ""[invariant]"", ""oracle_fidelity"": ""[invariant]"", ""p_max"": ""[invariant]"", ""p_min"": ""[invariant]"", ""p_ref"": ""[invariant]"", ""p_succ"": ""[invariant]"", ""p_target_model"": ""[invariant]"", ""per_input"": ""[invariant]"", ""prepared_scale_diagnostic"": ""[invariant]"", ""r_prime"": ""[invariant]"", ""r_target"": ""[invariant]"", ""raw_artifact"": ""[invariant]"", ""rel_frobenius_error"": ""[invariant]"", ""rel_spectral_error"": ""[invariant]"", ""resource_ledger"": ""[invariant]"", ""slow_input_linearity_error"": ""[invariant]"", ""state_prep_method"": ""[invariant]"", ""target_state_prep_method"": ""[invariant]"", ""wiring_crosscheck_relative_error"": ""[invariant]"", ""worst_conditional_fidelity"": ""[invariant]"", ""worst_input_name"": ""[invariant]"", ""worst_scaled_relative_error"": ""[invariant]""}",paper_hbar2
