stage,r_target,r_prime,kernel_beta,disp_phase,theory_gamma,theory_ok,theory_reason,tail_mass_est,n_eff,post_prob,pde_error,fidelity,rho_purity,pauli_rmse,objective,feasible
coarse,0.3,0.4,0.725,0.0,-0.09948267197680483,0,invalid_squeeze_gap;gamma_too_small,nan,nan,nan,nan,nan,,,inf,0
coarse,0.3,0.4,0.7999999999999999,0.0,-0.09948267197680483,0,invalid_squeeze_gap;gamma_too_small,nan,nan,nan,nan,nan,,,inf,0
coarse,0.3,0.4,0.875,0.0,-0.09948267197680483,0,invalid_squeeze_gap;gamma_too_small,nan,nan,nan,nan,nan,,,inf,0
coarse,0.3,0.4,0.95,0.0,-0.09948267197680483,0,invalid_squeeze_gap;gamma_too_small,nan,nan,nan,nan,nan,,,inf,0
coarse,0.4833333333333333,0.03,0.35,0.0,0.5614157769949901,1,,7.873189090679134e-07,1.3283107678803852,0.2412029041406169,0.23676968433493714,0.9748828597805257,0.9999999999999996,0.11206502625590695,0.23652848143079652,1
coarse,0.4833333333333333,0.03,0.425,0.0,0.5614157769949901,1,,6.908325180798869e-07,1.271673380174468,0.24478829943374297,0.24232197104423311,0.9752574938091896,0.999999999999999,0.11122613494770493,0.24207718274479936,1
coarse,0.4833333333333333,0.03,0.5,0.0,0.5614157769949901,1,,6.001022634372077e-07,1.223827187515354,0.24799750135557344,0.24740109623388137,0.9755873813668426,0.9999999999999992,0.11048216741437782,0.2471530987325258,1
coarse,0.4833333333333333,0.03,0.575,0.0,0.5614157769949901,1,,5.157886413531543e-07,1.1846081276487206,0.25078084212078333,0.25190902463025416,0.9758580202465681,1.0000000000000004,0.10986805667124612,0.2516582437881334,1
coarse,0.4833333333333333,0.03,0.6499999999999999,0.0,0.5614157769949901,1,,4.384023783998714e-07,1.1539610037628794,0.2530853025696184,0.25575524357525703,0.9760513926439645,0.9999999999999997,0.1094271615186005,0.2555021582726874,1
coarse,0.4833333333333333,0.03,0.725,0.0,0.5614157769949901,1,,3.68289096219776e-07,1.131992986754141,0.25485320567997205,0.25885797598876586,0.9761443329874235,0.9999999999999996,0.10921462130268222,0.2586031227830859,1
coarse,0.4833333333333333,0.03,0.7999999999999999,0.0,0.5614157769949901,1,,3.0561749986279807e-07,1.1190329806479657,0.2560205405304841,0.2611466142696693,0.9761062520512843,0.9999999999999992,0.1093017565017039,0.2608905937291388,1
coarse,0.4833333333333333,0.03,0.875,0.0,0.5614157769949901,1,,2.503747370541376e-07,1.1157060419707447,0.25651477117140975,0.26256633185540523,0.9758958774922678,1.0,0.10978188035311764,0.26230981708423384,1
coarse,0.4833333333333333,0.03,0.95,0.0,0.5614157769949901,1,,2.023722222022073e-07,1.1230350803372635,0.25625189822514804,0.26308641429509544,0.9754564658755959,0.999999999999999,0.11077800802597036,0.2628301623968703,1
coarse,0.4833333333333333,0.09166666666666667,0.35,0.0,0.452141856022344,1,,1.515344955960174e-06,1.339370897324779,0.23537958831028097,0.2310828973560859,0.9730705564436257,0.9999999999999992,0.11603758778166277,0.23084751776777562,1
coarse,0.4833333333333333,0.09166666666666667,0.425,0.0,0.452141856022344,1,,1.330527052534336e-06,1.2761917392085234,0.23943901362459813,0.23729488508133803,0.9734096506549115,0.9999999999999996,0.11530470360112931,0.23705544606771342,1
coarse,0.4833333333333333,0.09166666666666667,0.5,0.0,0.452141856022344,1,,1.1562138361176366e-06,1.2232480020051688,0.2430688031850524,0.24303155236856183,0.9736957786169731,1.0,0.11468265209487241,0.24278848356537677,1
