boundary_condition,r_target,r_prime,beta,n_coeff,n_trotter_steps,state_prep_method,snap_depth,valid,error,fidelity,fidelity_vs_truncated,postselection_probability,rel_error_vs_exact,rel_error_vs_truncated,oracle_fidelity,coeff_backend_gap,circuit_depth,circuit_size,oracle_apply_mode,oracle_n_active_fock_levels,oracle_n_jc_pulses,oracle_n_sqr_pulses,oracle_n_qubit_rotations,oracle_le_aux_ground_probability,oracle_vs_ideal_fidelity,ideal_vs_reference_fidelity,snap_n_snap,snap_total_iterations,snap_total_starts,snap_used_warm_start,snap_restarts,snap_maxiter,snap_parameter_payload_json,score_objective,score_balanced,score_pde,score_prep_pde,score_oracle,score_oracle_only,score_truncated,score,source
periodic,8.1,4.1,0.3,48,100,law_eberly_selective,0,True,,0.9997249405374594,1.0,0.04842141501316721,0.016587198107726943,1.3077720037129326e-14,1.0,0.3926758456173016,896,1198,law_eberly_pulses,48,47,47,0,0.9999999999999998,0.9999999999999998,0.999724940537459,,,,,3,1000,,pde,0.22001839978687746,0.9997249405374594,0.9998624608102153,1.0,1.0,1.0,0.9997249405374594,grid
