boundary_condition,r_target,r_prime,beta,n_coeff,n_trotter_steps,state_prep_method,snap_depth,valid,error,fidelity,fidelity_vs_truncated,postselection_probability,rel_error_vs_exact,rel_error_vs_truncated,oracle_fidelity,coeff_backend_gap,circuit_depth,circuit_size,oracle_apply_mode,oracle_n_active_fock_levels,oracle_n_jc_pulses,oracle_n_sqr_pulses,oracle_n_qubit_rotations,oracle_le_aux_ground_probability,oracle_vs_ideal_fidelity,ideal_vs_reference_fidelity,snap_n_snap,snap_total_iterations,snap_total_starts,snap_used_warm_start,snap_restarts,snap_maxiter,snap_parameter_payload_json,score_objective,score_balanced,score_pde,score_prep_pde,score_oracle,score_oracle_only,score_truncated,score,source
dirichlet,7.9,4.1,0.5,48,100,law_eberly,0,True,,0.9989610514553569,0.9999920899517584,0.0627891513987664,0.03224948187714089,0.0028124919219867837,1.0000000000000004,0.20388249847989928,1596,2298,law_eberly_pulses,48,47,47,,1.0,1.0,0.9988420501866455,,,,,3,1000,,pde,0.25044743301000566,0.9989610514553569,0.9994803907307823,1.0000000000000004,1.0000000000000004,0.9999920899517584,0.9989610514553569,oat_n_coeff
