boundary_condition,r_target,r_prime,beta,n_coeff,n_trotter_steps,state_prep_method,snap_depth,valid,error,source,fidelity,fidelity_vs_truncated,postselection_probability,rel_error_vs_exact,rel_error_vs_truncated,oracle_fidelity,coeff_backend_gap,circuit_depth,circuit_size,oracle_apply_mode,oracle_n_active_fock_levels,oracle_n_jc_pulses,oracle_n_qubit_rotations,oracle_vs_ideal_fidelity,ideal_vs_reference_fidelity,snap_n_snap,snap_total_iterations,snap_restarts,snap_maxiter,score_objective,score_balanced,score_pde,score_prep_pde,score_oracle,score_truncated,score
neumann,1.916666666666667,4.35,0.3,24,100,injection,0,False,r_target_must_exceed_r_prime,oat_r_target,,,,,,,,,,,,,,,,,,,,,,,,,,
neumann,1.938331430533519,4.35,0.3,24,100,injection,0,False,r_target_must_exceed_r_prime,oat_r_target,,,,,,,,,,,,,,,,,,,,,,,,,,
neumann,1.9666666666666668,4.35,0.3,24,100,injection,0,False,r_target_must_exceed_r_prime,oat_r_target,,,,,,,,,,,,,,,,,,,,,,,,,,
neumann,2.0,4.35,0.3,24,100,injection,0,False,r_target_must_exceed_r_prime,oat_r_target,,,,,,,,,,,,,,,,,,,,,,,,,,
neumann,5.0,4.35,0.3,24,100,injection,0,True,,oat_r_target,0.9336228105620913,0.9999923477818677,0.1605243740279478,0.26663901893782127,0.0027662748759173248,1.0,0.34205682161339923,1802,2504,direct_injection,,,,1.0,0.9340690382326312,,,3,1000,pde,0.38712945799007986,0.9336228105620913,0.9662415901637081,1.0,0.9999923477818677,0.9336228105620913
neumann,8.0,4.35,0.3,24,100,injection,0,True,,oat_r_target,0.9959230745818108,0.9999849402507709,0.055191995312303406,0.06398136275775196,0.0038807184938220943,1.0,0.273532957218619,1802,2504,direct_injection,,,,1.0,0.9959373399817496,,,3,1000,pde,0.23445038209338473,0.9959230745818108,0.9979594553797317,1.0,0.9999849402507709,0.9959230745818108
neumann,8.16,4.35,0.3,24,100,injection,0,True,,oat_r_target,0.9693429104842809,0.9999802218554695,0.046974354850070926,0.17783889115141335,0.004447306568365536,1.0,0.27353152115584267,1802,2504,direct_injection,,,,0.9999999999999996,0.9696056899395885,,,3,1000,pde,0.21338757660297178,0.9693429104842809,0.9845521370066092,1.0,0.9999802218554695,0.9693429104842809
neumann,8.3,4.35,0.3,24,100,injection,0,True,,oat_r_target,0.9188046719962844,0.9999778915392699,0.04183343465142878,0.29727194376680205,0.004702015474762049,1.0,0.27353059164827637,1802,2504,direct_injection,,,,1.0,0.9193786014867854,,,3,1000,pde,0.19605293979786179,0.9188046719962844,0.9585429943389521,1.0,0.9999778915392699,0.9188046719962844
