boundary_condition,r_target,r_prime,beta,n_coeff,n_trotter_steps,state_prep_method,snap_depth,valid,error,fidelity,fidelity_vs_truncated,postselection_probability,rel_error_vs_exact,rel_error_vs_truncated,oracle_fidelity,coeff_backend_gap,circuit_depth,circuit_size,oracle_apply_mode,oracle_n_active_fock_levels,oracle_n_jc_pulses,oracle_n_qubit_rotations,oracle_vs_ideal_fidelity,ideal_vs_reference_fidelity,snap_n_snap,snap_total_iterations,snap_restarts,snap_maxiter,score_objective,score_balanced,score_pde,score_prep_pde,score_oracle,score_truncated,score,source
neumann,7.9,4.0,0.3,48,100,snap_d,10,True,,0.9528405889231154,0.9999692879305584,0.03592548512759774,0.22247133559360985,0.005541932217367153,0.7484096326673805,0.38981992771566837,2291,2993,snap_d_layers,,,,0.9551131764254235,0.999568667245973,48,155,6,2000,prep_pde,0.18501691924342717,0.9528405889231154,0.8444614112832625,0.7484096326673805,0.9999692879305584,0.8444614112832625,oat_r_target
