source,valid,error,r_target,r_prime,beta,n_coeff,n_trotter_steps,state_prep_method,fidelity,post_prob,mo_score,mo_phys_score,pareto_rank,energy_nbar_target,energy_nbar_prime,energy_log_total,energy_penalty,rel_error,eta_real,eta_imag,prep_fidelity,circuit_depth,circuit_size,runtime_sec,optimizer,seed_rank,seed_method,seed_n_coeff,seed_n_trotter,seed_fidelity,seed_post_prob,seed_mo_score,seed_mo_phys_score,opt_success,opt_message,opt_fun,opt_nfev
grid,True,,2.0,0.01,0.6,48,200,injection,0.5464286281693683,0.195669924788355,0.3269857008740662,0.31317569565480324,7,13.154116418008241,0.00010000333337777811,2.6500125600087605,0.01381000521926296,0.9110791235915332,0.7744919810082714,-9.136604976241747e-14,1.0,3002,4604,7.414678374974756,,,,,,,,,,,,,
grid,True,,2.0,0.01,0.75,24,100,injection,0.5494319240030565,0.1902277399942199,0.32329118946203506,0.3094811842427721,7,13.154116418008241,0.00010000333337777811,2.6500125600087605,0.01381000521926296,0.9055725796553811,0.765741233025369,-4.450333377050008e-14,1.0,1502,2304,3.8719756249920465,,,,,,,,,,,,,
grid,True,,2.0,0.01,0.75,24,200,injection,0.5494275131452807,0.19022835876006797,0.3232904175555663,0.30948041233630336,7,13.154116418008241,0.00010000333337777811,2.6500125600087605,0.01381000521926296,0.9055806472407056,0.7657394047026976,-8.778282971132828e-14,1.0,3002,4604,7.149432167003397,,,,,,,,,,,,,
grid,True,,2.0,0.01,0.75,48,100,injection,0.5430308666051903,0.1847006252330114,0.31669881683202206,0.3028888116127591,10,13.154116418008241,0.00010000333337777811,2.6500125600087605,0.01381000521926296,0.917341782519708,0.7501266672381947,-4.267329513260774e-14,1.0,1502,2304,3.649277874996187,,,,,,,,,,,,,
grid,True,,2.0,0.01,0.75,48,200,injection,0.5430325772029718,0.18469866481123862,0.31669763491127423,0.3028876296920113,10,13.154116418008241,0.00010000333337777811,2.6500125600087605,0.01381000521926296,0.9173386207001477,0.7501238677636644,-8.771204544566663e-14,1.0,3002,4604,7.157450083002914,,,,,,,,,,,,,
grid,True,,2.0,0.01,0.9,24,100,injection,0.5521169305655842,0.16749334498263355,0.3040985227224462,0.29028851750318324,7,13.154116418008241,0.00010000333337777811,2.6500125600087605,0.01381000521926296,0.9006722671652462,0.7202818553087252,-4.18626158603203e-14,1.0,1502,2304,3.644809166988125,,,,,,,,,,,,,
grid,True,,2.0,0.01,0.9,24,200,injection,0.5521064807934173,0.167493422453022,0.30409571523877665,0.2902857100195137,7,13.154116418008241,0.00010000333337777811,2.6500125600087605,0.01381000521926296,0.9006912977239037,0.7202752055574269,-8.478652617337881e-14,1.0,3002,4604,7.200298790994566,,,,,,,,,,,,,
grid,True,,2.0,0.01,0.9,48,100,injection,0.5577522820896934,0.16368390874536204,0.3021507465555675,0.28834074133630455,5,13.154116418008241,0.00010000333337777811,2.6500125600087605,0.01381000521926296,0.8904552982211884,0.7156683905057871,-4.11561719214645e-14,1.0,1502,2304,3.8434552079997957,,,,,,,,,,,,,
grid,True,,2.0,0.01,0.9,48,200,injection,0.5576188184123974,0.16368181211933264,0.3021126589032348,0.28830265368397184,6,13.154116418008241,0.00010000333337777811,2.6500125600087605,0.01381000521926296,0.8906962240948691,0.7155781768321362,-8.363707816416437e-14,1.0,3002,4604,7.084866207995219,,,,,,,,,,,,,
grid,True,,2.0,0.01,0.99,24,100,injection,0.5546233191683154,0.13919140471066574,0.2778467183184457,0.26403671309918275,7,13.154116418008241,0.00010000333337777811,2.6500125600087605,0.01381000521926296,0.8961169135771606,0.6581023412090353,-3.9369885488038034e-14,1.0,1502,2304,3.6381673750001937,,,,,,,,,,,,,
grid,True,,2.0,0.01,0.99,24,200,injection,0.554590477471979,0.13919067532230064,0.27783776396782695,0.264027758748564,8,13.154116418008241,0.00010000333337777811,2.6500125600087605,0.01381000521926296,0.8961764860930604,0.6580811321080535,-7.611408159192468e-14,1.0,3002,4604,7.716881333006313,,,,,,,,,,,,,
grid,True,,2.0,0.01,0.99,48,100,injection,0.5565113031421133,0.13581821704810637,0.2749261227309621,0.26111611751169916,8,13.154116418008241,0.00010000333337777811,2.6500125600087605,0.01381000521926296,0.8926974268648243,0.6511846752186642,-3.8285829920539164e-14,1.0,1502,2304,4.029076667007757,,,,,,,,,,,,,
grid,True,,2.0,0.01,0.99,48,200,injection,0.5567857582193284,0.13582893228244058,0.27500475459344426,0.2611947493741813,7,13.154116418008241,0.00010000333337777811,2.6500125600087605,0.01381000521926296,0.8922011824744814,0.6513709211211038,-7.615599899537252e-14,1.0,3002,4604,7.634275375021389,,,,,,,,,,,,,
grid,True,,2.0,0.5,0.3,24,100,injection,0.5158617256542137,0.4293441809696437,0.4706189861178525,0.4565666245435286,10,13.154116418008241,0.2715403174076219,2.6690083389429695,0.01405236157432395,0.9687641425498428,1.1146989910696372,-6.442954660764588e-14,1.0,1502,2304,3.7106653329974506,,,,,,,,,,,,,
grid,True,,2.0,0.5,0.3,24,200,injection,0.5158535323096561,0.42934465260358434,0.47061550720712675,0.4565631456328028,10,13.154116418008241,0.2715403174076219,2.6690083389429695,0.01405236157432395,0.9687800335009061,1.114690750989253,-1.2846129930544716e-13,1.0,3002,4604,7.276149665995035,,,,,,,,,,,,,
grid,True,,2.0,0.5,0.3,48,100,injection,0.5136421285430647,0.40150045550316615,0.45412283423723177,0.44007047266290783,11,13.154116418008241,0.2715403174076219,2.6690083389429695,0.01405236157432395,0.9730780049089097,1.0756265260814641,-6.328204850677637e-14,1.0,1502,2304,3.7476294589869212,,,,,,,,,,,,,
grid,True,,2.0,0.5,0.3,48,200,injection,0.5136172752302826,0.40150125795560787,0.45411230121269575,0.4400599396383718,11,13.154116418008241,0.2715403174076219,2.6690083389429695,0.01405236157432395,0.973126410504977,1.0756015777641,-1.2545012229530525e-13,1.0,3002,4604,7.320887917012442,,,,,,,,,,,,,
grid,True,,2.0,0.5,0.45,24,100,injection,0.5227805454832523,0.46452656628070155,0.4927935183336803,0.47874115675935636,8,13.154116418008241,0.2715403174076219,2.6690083389429695,0.01405236157432395,0.9554310723123959,1.1672211574452933,-6.772342841606269e-14,1.0,1502,2304,3.630106666998472,,,,,,,,,,,,,
grid,True,,2.0,0.5,0.45,24,200,injection,0.5227675572762985,0.4645277405795677,0.4927880195681087,0.47873565799378476,8,13.154116418008241,0.2715403174076219,2.6690083389429695,0.01405236157432395,0.9554559429056853,1.167208133175947,-1.347892470072806e-13,1.0,3002,4604,7.15374895799323,,,,,,,,,,,,,
grid,True,,2.0,0.5,0.45,48,100,injection,0.5223160484674619,0.4521737766246196,0.48598109040083043,0.4719287288265065,9,13.154116418008241,0.2715403174076219,2.6690083389429695,0.01405236157432395,0.9563208850064476,1.1510853729413069,-6.611360837270264e-14,1.0,1502,2304,3.793207416019868,,,,,,,,,,,,,
grid,True,,2.0,0.5,0.45,48,200,injection,0.5222935250734791,0.4521743518457733,0.485970921119098,0.4719185595447741,9,13.154116418008241,0.2715403174076219,2.6690083389429695,0.01405236157432395,0.9563640510638884,1.1510612861780836,-1.3306496535342266e-13,1.0,3002,4604,7.325409375014715,,,,,,,,,,,,,
grid,True,,2.0,0.5,0.6,24,100,injection,0.5317057483128769,0.47201243049558034,0.500970780155522,0.48691841858119805,5,13.154116418008241,0.2715403174076219,2.6690083389429695,0.01405236157432395,0.938477220782119,1.1865896609935895,-6.724367885080738e-14,1.0,1502,2304,3.7398366249981336,,,,,,,,,,,,,
grid,True,,2.0,0.5,0.6,24,200,injection,0.5316884271800606,0.4720129965416655,0.5009629205238503,0.48691055894952634,5,13.154116418008241,0.2715403174076219,2.6690083389429695,0.01405236157432395,0.9385098635099972,1.1865710448226465,-1.3840166343575092e-13,1.0,3002,4604,7.091605875000823,,,,,,,,,,,,,
grid,True,,2.0,0.5,0.6,48,100,injection,0.5313836830189984,0.46512234509525496,0.4971503040239945,0.4830979424496706,6,13.154116418008241,0.2715403174076219,2.6690083389429695,0.01405236157432395,0.9390843346775823,1.1775405554223306,-6.895083666577041e-14,1.0,1502,2304,3.7912264589976985,,,,,,,,,,,,,
grid,True,,2.0,0.5,0.6,48,200,injection,0.5313614328856108,0.465121943142812,0.4971396807486847,0.48308731917436076,7,13.154116418008241,0.2715403174076219,2.6690083389429695,0.01405236157432395,0.9391262902916545,1.1775153933387368,-1.338768594944078e-13,1.0,3002,4604,7.361695833998965,,,,,,,,,,,,,
grid,True,,2.0,0.5,0.75,24,100,injection,0.5428742840412615,0.4488725176144308,0.4936409085820711,0.47958854700774717,5,13.154116418008241,0.2715403174076219,2.6690083389429695,0.01405236157432395,0.9176312434341422,1.1692282695312615,-6.671875431386496e-14,1.0,1502,2304,3.631720707984641,,,,,,,,,,,,,
grid,True,,2.0,0.5,0.75,24,200,injection,0.5428596465481816,0.44887204915655377,0.49363399594282886,0.4795816343685049,6,13.154116418008241,0.2715403174076219,2.6690083389429695,0.01405236157432395,0.91765830639328,1.1692118963881972,-1.350202579288505e-13,1.0,3002,4604,7.305820791021688,,,,,,,,,,,,,
grid,True,,2.0,0.5,0.75,48,100,injection,0.5406657346291723,0.44613488848980665,0.49113119146420053,0.4770788298898766,7,13.154116418008241,0.2715403174076219,2.6690083389429695,0.01405236157432395,0.9217220961047761,1.1632838023047316,-6.809679548653185e-14,1.0,1502,2304,3.753055959008634,,,,,,,,,,,,,
grid,True,,2.0,0.5,0.75,48,200,injection,0.54064467438242,0.44613490488108143,0.49112163501526196,0.477069273440938,7,13.154116418008241,0.2715403174076219,2.6690083389429695,0.01405236157432395,0.9217611787074673,1.1632611670853628,-1.333884053041688e-13,1.0,3002,4604,7.47938404197339,,,,,,,,,,,,,
grid,True,,2.0,0.5,0.9,24,100,injection,0.5487262512953173,0.39229169881233095,0.4639620170914447,0.44990965551712075,3,13.154116418008241,0.2715403174076219,2.6690083389429695,0.01405236157432395,0.9068640096606838,1.098931423512428,-6.412933683824976e-14,1.0,1502,2304,3.6630394169769716,,,,,,,,,,,,,
grid,True,,2.0,0.5,0.9,24,200,injection,0.5487118973594106,0.3922929885718311,0.46395671142903305,0.4499043498547091,3,13.154116418008241,0.2715403174076219,2.6690083389429695,0.01405236157432395,0.9068902937196279,1.0989188566234762,-1.289371846351154e-13,1.0,3002,4604,7.473943416000111,,,,,,,,,,,,,
grid,True,,2.0,0.5,0.9,48,100,injection,0.5505046391379392,0.3762010845458178,0.4550828960653177,0.4410305344909938,3,13.154116418008241,0.2715403174076219,2.6690083389429695,0.01405236157432395,0.903612261352242,1.07790050988301,-6.331327141438222e-14,1.0,1502,2304,3.9369890409871005,,,,,,,,,,,,,
grid,True,,2.0,0.5,0.9,48,200,injection,0.5504843101018713,0.37620027186994615,0.4550740018068091,0.4410216402324852,4,13.154116418008241,0.2715403174076219,2.6690083389429695,0.01405236157432395,0.9036493798017802,1.0778794431150331,-1.2630808164617074e-13,1.0,3002,4604,7.143461416999344,,,,,,,,,,,,,
grid,True,,2.0,0.5,0.99,24,100,injection,0.5600408926569125,0.30633898461392955,0.41420086721154664,0.4001485056372227,3,13.154116418008241,0.2715403174076219,2.6690083389429695,0.01405236157432395,0.8863317086354557,0.9810681302714346,-5.736441508914555e-14,1.0,1502,2304,3.591371791990241,,,,,,,,,,,,,
grid,True,,2.0,0.5,0.99,24,200,injection,0.5600188155249541,0.30633715507327114,0.4141914662754624,0.40013910470113845,4,13.154116418008241,0.2715403174076219,2.6690083389429695,0.01405236157432395,0.8863714172089096,0.9810458633967925,-1.1423289276520855e-13,1.0,3002,4604,7.279038708016742,,,,,,,,,,,,,
grid,True,,2.0,0.5,0.99,48,100,injection,0.5540054505801772,0.23857328787854198,0.363553162340181,0.34950080076585704,5,13.154116418008241,0.2715403174076219,2.6690083389429695,0.01405236157432395,0.8972382028242305,0.8611049600946028,-4.941156934693336e-14,1.0,1502,2304,3.912645624979632,,,,,,,,,,,,,
grid,True,,2.0,0.5,0.99,48,200,injection,0.55398993090888,0.23857457143598923,0.3635490480615227,0.3494966864871988,5,13.154116418008241,0.2715403174076219,2.6690083389429695,0.01405236157432395,0.8972663815945895,0.8610952150940723,-9.904208787253105e-14,1.0,3002,4604,7.186333625024417,,,,,,,,,,,,,
grid,True,,2.0,1.0,0.3,24,100,injection,0.47924744430017135,0.5253805666069327,0.5017841107800728,0.48678633668080273,6,13.154116418008241,1.3810978455418155,2.743109335060812,0.014997774099270082,1.042403359137543,1.1885161001159708,-7.045089547336592e-14,1.0,1502,2304,3.692268791986862,,,,,,,,,,,,,
grid,True,,2.0,1.0,0.3,24,200,injection,0.479137029840817,0.5253862536646668,0.5017290195913353,0.48673124549206526,6,13.154116418008241,1.3810978455418155,2.743109335060812,0.014997774099270082,1.042633976803393,1.1883856121962015,-1.426764333761995e-13,1.0,3002,4604,7.194484790990828,,,,,,,,,,,,,
grid,True,,2.0,1.0,0.3,48,100,injection,0.4523184628133429,0.02241298386032657,0.10068667442498624,0.08568890032571616,31,13.154116418008241,1.3810978455418155,2.743109335060812,0.014997774099270082,1.1003779844488921,0.23848450170172952,-1.4029890486444697e-14,1.0,1502,2304,3.701538207998965,,,,,,,,,,,,,
grid,True,,2.0,1.0,0.3,48,200,injection,0.4527896946849019,0.022410254859102953,0.1007329760081775,0.08573520190890742,31,13.154116418008241,1.3810978455418155,2.743109335060812,0.014997774099270082,1.0993319924021028,0.2385941707324968,-2.8347937618072973e-14,1.0,3002,4604,7.106122541998047,,,,,,,,,,,,,
grid,True,,2.0,1.0,0.45,24,100,injection,0.49952125333806946,0.6838529717445381,0.58446479239112,0.56946701829185,4,13.154116418008241,1.3810978455418155,2.743109335060812,0.014997774099270082,1.0009579521598218,1.3843519569160712,-8.116223088854205e-14,1.0,1502,2304,3.635536833986407,,,,,,,,,,,,,
grid,True,,2.0,1.0,0.45,24,200,injection,0.49948148881099785,0.6838440890975913,0.5844377329853588,0.5694399588860888,5,13.154116418008241,1.3810978455418155,2.743109335060812,0.014997774099270082,1.0010375606437594,1.384287864533081,-1.6156672153524588e-13,1.0,3002,4604,7.062147832999472,,,,,,,,,,,,,
grid,True,,2.0,1.0,0.45,48,100,injection,0.5098959746708904,0.12276329910679394,0.2501929496446148,0.23519517554534472,16,13.154116418008241,1.3810978455418155,2.743109335060812,0.014997774099270082,0.9804000912455659,0.5926021617660556,-3.516041914865092e-14,1.0,1502,2304,3.8055380419827998,,,,,,,,,,,,,
grid,True,,2.0,1.0,0.45,48,200,injection,0.5097961773996167,0.12275627804185746,0.2501613105528979,0.23516353645362784,17,13.154116418008241,1.3810978455418155,2.743109335060812,0.014997774099270082,0.9805958692103451,0.592527222027848,-7.054095201121008e-14,1.0,3002,4604,7.121634915994946,,,,,,,,,,,,,
grid,True,,2.0,1.0,0.6,24,100,injection,0.5218046030151315,0.7425720374420258,0.6224769129916174,0.6074791388923474,1,13.154116418008241,1.3810978455418155,2.743109335060812,0.014997774099270082,0.957301507387813,1.4743867275727336,-8.652044786588719e-14,1.0,1502,2304,3.7514098339888733,,,,,,,,,,,,,
grid,True,,2.0,1.0,0.6,24,200,injection,0.5217105936919869,0.7425617611557603,0.6224165303601272,0.6074187562608572,2,13.154116418008241,1.3810978455418155,2.743109335060812,0.014997774099270082,0.9574818563796761,1.47424370644442,-1.7338255046285486e-13,1.0,3002,4604,7.422957375005353,,,,,,,,,,,,,
grid,True,,2.0,1.0,0.6,48,100,injection,0.519047196442921,0.4082634105440091,0.46033463768555716,0.4453368635862871,10,13.154116418008241,1.3810978455418155,2.743109335060812,0.014997774099270082,0.9626043180955812,1.0903396830955694,-6.312780125599488e-14,1.0,1502,2304,3.8673914579849225,,,,,,,,,,,,,
grid,True,,2.0,1.0,0.6,48,200,injection,0.5189598397895026,0.4082686545329908,0.4602988546015694,0.44530108050229933,10,13.154116418008241,1.3810978455418155,2.743109335060812,0.014997774099270082,0.9627727559076174,1.090254927977746,-1.265992882681763e-13,1.0,3002,4604,7.143210124981124,,,,,,,,,,,,,
grid,True,,2.0,1.0,0.75,24,100,injection,0.5440086024975846,0.715299879251036,0.6238022825207096,0.6088045084214395,2,13.154116418008241,1.3810978455418155,2.743109335060812,0.014997774099270082,0.9155360319508652,1.4775259721005851,-8.604948963806853e-14,1.0,1502,2304,3.6125162079988513,,,,,,,,,,,,,
grid,True,,2.0,1.0,0.75,24,200,injection,0.5439405535181381,0.7152886872329255,0.6237583862832947,0.6087606121840247,3,13.154116418008241,1.3810978455418155,2.743109335060812,0.014997774099270082,0.9156616144694416,1.4774220003251117,-1.7105463910868652e-13,1.0,3002,4604,7.181685707997531,,,,,,,,,,,,,
grid,True,,2.0,1.0,0.75,48,100,injection,0.5475728260524335,0.5359404727918868,0.5417254279453114,0.5267276538460414,3,13.154116418008241,1.3810978455418155,2.743109335060812,0.014997774099270082,0.9089780523593987,1.2831203282907655,-7.396163058904825e-14,1.0,1502,2304,3.717756541998824,,,,,,,,,,,,,
grid,True,,2.0,1.0,0.75,48,200,injection,0.547452368699355,0.5359331971557584,0.54166216246618,0.52666438836691,4,13.154116418008241,1.3810978455418155,2.743109335060812,0.014997774099270082,0.9091990608213871,1.2829704789055143,-1.475628154081596e-13,1.0,3002,4604,6.987086584005738,,,,,,,,,,,,,
grid,True,,2.0,1.0,0.9,24,100,injection,0.5671842555446788,0.5763511489965033,0.5717493308923955,0.5567515567931255,1,13.154116418008241,1.3810978455418155,2.743109335060812,0.014997774099270082,0.8735533668867441,1.3542343617452222,-7.824805226901659e-14,1.0,1502,2304,3.5809291249897797,,,,,,,,,,,,,
grid,True,,2.0,1.0,0.9,24,200,injection,0.5671229871086046,0.5763466310042457,0.5717162084330901,0.5567184343338201,2,13.154116418008241,1.3810978455418155,2.743109335060812,0.014997774099270082,0.8736623825349336,1.3541559085313517,-1.5531590194631725e-13,1.0,3002,4604,7.146576125000138,,,,,,,,,,,,,
grid,True,,2.0,1.0,0.9,48,100,injection,0.559667040322219,0.16275278981625138,0.30180684581474554,0.2868090717154755,5,13.154116418008241,1.3810978455418155,2.743109335060812,0.014997774099270082,0.8870043128599391,0.7148538338896494,-4.0879923241254465e-14,1.0,1502,2304,3.685812416981207,,,,,,,,,,,,,
grid,True,,2.0,1.0,0.9,48,200,injection,0.5596510069574107,0.16276145940891973,0.3018105608689988,0.28681278676972877,5,13.154116418008241,1.3810978455418155,2.743109335060812,0.014997774099270082,0.8870331674469252,0.714862633295007,-8.126870852879099e-14,1.0,3002,4604,7.0335433750005905,,,,,,,,,,,,,
grid,True,,2.0,1.0,0.99,24,100,injection,0.5696394247477824,0.29944859748979424,0.4130105650169456,0.39801279091767555,1,13.154116418008241,1.3810978455418155,2.743109335060812,0.014997774099270082,0.869192999970672,0.978248803609043,-5.5626162173420526e-14,1.0,1502,2304,3.710327209002571,,,,,,,,,,,,,
grid,True,,2.0,1.0,0.99,24,200,injection,0.5694031445420763,0.29944365629526043,0.41292149315299387,0.3979237190537238,2,13.154116418008241,1.3810978455418155,2.743109335060812,0.014997774099270082,0.8696119445479437,0.9780378297218681,-1.1133657907447279e-13,1.0,3002,4604,7.123656832991401,,,,,,,,,,,,,
grid,True,,2.0,1.0,0.99,48,100,injection,0.5198771159838692,0.003412571252354264,0.042120276598847206,0.027122502499577122,30,13.154116418008241,1.3810978455418155,2.743109335060812,0.014997774099270082,0.9610054543127571,0.09976526917371636,-5.428545388588039e-15,1.0,1502,2304,4.135252334002871,,,,,,,,,,,,,
grid,True,,2.0,1.0,0.99,48,200,injection,0.5204405082599505,0.0034169347589747736,0.042170028013411645,0.02717225391414156,29,13.154116418008241,1.3810978455418155,2.743109335060812,0.014997774099270082,0.9599214568779522,0.0998831094080782,-1.1718087494831604e-14,1.0,3002,4604,7.450199458020506,,,,,,,,,,,,,
grid,False,invalid_lchs_constraints,2.0,2.0,0.3,24,100,injection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
grid,False,invalid_lchs_constraints,2.0,2.0,0.3,24,200,injection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
grid,False,invalid_lchs_constraints,2.0,2.0,0.3,48,100,injection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
grid,False,invalid_lchs_constraints,2.0,2.0,0.3,48,200,injection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
grid,False,invalid_lchs_constraints,2.0,2.0,0.45,24,100,injection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
grid,False,invalid_lchs_constraints,2.0,2.0,0.45,24,200,injection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
grid,False,invalid_lchs_constraints,2.0,2.0,0.45,48,100,injection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
grid,False,invalid_lchs_constraints,2.0,2.0,0.45,48,200,injection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
grid,False,invalid_lchs_constraints,2.0,2.0,0.6,24,100,injection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
grid,False,invalid_lchs_constraints,2.0,2.0,0.6,24,200,injection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
grid,False,invalid_lchs_constraints,2.0,2.0,0.6,48,100,injection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
grid,False,invalid_lchs_constraints,2.0,2.0,0.6,48,200,injection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
grid,False,invalid_lchs_constraints,2.0,2.0,0.75,24,100,injection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
grid,False,invalid_lchs_constraints,2.0,2.0,0.75,24,200,injection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
grid,False,invalid_lchs_constraints,2.0,2.0,0.75,48,100,injection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
grid,False,invalid_lchs_constraints,2.0,2.0,0.75,48,200,injection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
grid,False,invalid_lchs_constraints,2.0,2.0,0.9,24,100,injection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
grid,False,invalid_lchs_constraints,2.0,2.0,0.9,24,200,injection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
grid,False,invalid_lchs_constraints,2.0,2.0,0.9,48,100,injection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
grid,False,invalid_lchs_constraints,2.0,2.0,0.9,48,200,injection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
grid,False,invalid_lchs_constraints,2.0,2.0,0.99,24,100,injection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
grid,False,invalid_lchs_constraints,2.0,2.0,0.99,24,200,injection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
grid,False,invalid_lchs_constraints,2.0,2.0,0.99,48,100,injection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
grid,False,invalid_lchs_constraints,2.0,2.0,0.99,48,200,injection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
grid,False,invalid_lchs_constraints,2.0,3.0,0.3,24,100,injection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
grid,False,invalid_lchs_constraints,2.0,3.0,0.3,24,200,injection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
grid,False,invalid_lchs_constraints,2.0,3.0,0.3,48,100,injection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
grid,False,invalid_lchs_constraints,2.0,3.0,0.3,48,200,injection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
grid,False,invalid_lchs_constraints,2.0,3.0,0.45,24,100,injection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
grid,False,invalid_lchs_constraints,2.0,3.0,0.45,24,200,injection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
grid,False,invalid_lchs_constraints,2.0,3.0,0.45,48,100,injection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
grid,False,invalid_lchs_constraints,2.0,3.0,0.45,48,200,injection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
grid,False,invalid_lchs_constraints,2.0,3.0,0.6,24,100,injection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
grid,False,invalid_lchs_constraints,2.0,3.0,0.6,24,200,injection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
grid,False,invalid_lchs_constraints,2.0,3.0,0.6,48,100,injection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
grid,False,invalid_lchs_constraints,2.0,3.0,0.6,48,200,injection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
grid,False,invalid_lchs_constraints,2.0,3.0,0.75,24,100,injection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
grid,False,invalid_lchs_constraints,2.0,3.0,0.75,24,200,injection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
grid,False,invalid_lchs_constraints,2.0,3.0,0.75,48,100,injection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
grid,False,invalid_lchs_constraints,2.0,3.0,0.75,48,200,injection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
grid,False,invalid_lchs_constraints,2.0,3.0,0.9,24,100,injection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
grid,False,invalid_lchs_constraints,2.0,3.0,0.9,24,200,injection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
grid,False,invalid_lchs_constraints,2.0,3.0,0.9,48,100,injection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
grid,False,invalid_lchs_constraints,2.0,3.0,0.9,48,200,injection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
grid,False,invalid_lchs_constraints,2.0,3.0,0.99,24,100,injection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
grid,False,invalid_lchs_constraints,2.0,3.0,0.99,24,200,injection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
grid,False,invalid_lchs_constraints,2.0,3.0,0.99,48,100,injection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
grid,False,invalid_lchs_constraints,2.0,3.0,0.99,48,200,injection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
grid,False,invalid_lchs_constraints,2.0,4.0,0.3,24,100,injection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
grid,False,invalid_lchs_constraints,2.0,4.0,0.3,24,200,injection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
grid,False,invalid_lchs_constraints,2.0,4.0,0.3,48,100,injection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
grid,False,invalid_lchs_constraints,2.0,4.0,0.3,48,200,injection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
grid,False,invalid_lchs_constraints,2.0,4.0,0.45,24,100,injection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
grid,False,invalid_lchs_constraints,2.0,4.0,0.45,24,200,injection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
grid,False,invalid_lchs_constraints,2.0,4.0,0.45,48,100,injection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
grid,False,invalid_lchs_constraints,2.0,4.0,0.45,48,200,injection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
grid,False,invalid_lchs_constraints,2.0,4.0,0.6,24,100,injection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
grid,False,invalid_lchs_constraints,2.0,4.0,0.6,24,200,injection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
grid,False,invalid_lchs_constraints,2.0,4.0,0.6,48,100,injection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
grid,False,invalid_lchs_constraints,2.0,4.0,0.6,48,200,injection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
grid,False,invalid_lchs_constraints,2.0,4.0,0.75,24,100,injection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
grid,False,invalid_lchs_constraints,2.0,4.0,0.75,24,200,injection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
