value,fidelity,purity,post_prob
-1.0,0.5836269074111439,0.5235438259279888,0.05126974842766285
-0.75,0.5338938816898227,0.4596144707160555,0.0533113597708057
-0.5,0.48242852257791247,0.3980523987060637,0.05526774622638982
-0.25,0.43267372843972984,0.3491479501534752,0.05694158556530888
0.0,0.3825760367875317,0.31433738601489397,0.058237957197237344
0.25,0.33389728055963264,0.2951500534217828,0.060034114445356036
0.5,0.2973686893942817,0.2925985720564579,0.0636596307228205
0.75,0.281230384044282,0.2991404799919435,0.06920617944215342
1.0,0.2817523189457817,0.3057106734774555,0.07554505850202553
