value,fidelity,purity,post_prob
0.3,0.5481688778779268,0.41948888273218543,0.08544145595648873
0.44999999999999996,0.4952266590815602,0.37315019912593617,0.08021820314591785
0.6,0.4440119861499959,0.34178497236820365,0.07208585475200405
0.75,0.3974873596190462,0.3210243163221848,0.06205022725144263
0.8999999999999999,0.35442521888152456,0.29897975905038376,0.0505236656087886
1.05,0.30344728611875654,0.2739970233859711,0.037474746483292715
1.2,0.2806853077887027,0.2696752000863271,0.02826674344540595
1.35,0.20936673261101094,0.29797849036043716,0.020851910330096438
1.5,0.2143295567974816,0.2918711862708575,0.02091814768209119
