boundary_condition,r_target,r_prime,beta,n_coeff,n_trotter_steps,state_prep_method,snap_depth,valid,error,fidelity,fidelity_vs_truncated,postselection_probability,rel_error_vs_exact,rel_error_vs_truncated,oracle_fidelity,coeff_backend_gap,circuit_depth,circuit_size,oracle_apply_mode,oracle_n_active_fock_levels,oracle_n_jc_pulses,oracle_n_qubit_rotations,oracle_vs_ideal_fidelity,ideal_vs_reference_fidelity,snap_n_snap,snap_total_iterations,snap_restarts,snap_maxiter,score_objective,score_balanced,score_pde,score_prep_pde,score_oracle,score_truncated,score,source
periodic,8.1,4.0,0.3,48,100,injection,0,True,,0.9480604428907847,0.9999999999999993,0.04185240218849131,0.23406210574826566,2.3370412336131405e-14,1.0,0.3898192771215915,802,1104,direct_injection,,,,1.0,0.948060442890795,,,3,1000,pde,0.19919489690969575,0.9480604428907847,0.9736839543151488,1.0,0.9999999999999993,0.9480604428907847,oat_r_prime
periodic,8.1,4.1,0.3,48,100,injection,0,True,,0.9997249405374592,0.9999999999999998,0.04842141501316723,0.016587198107726603,1.2207522070687032e-14,1.0,0.3926758456173016,802,1104,direct_injection,,,,0.9999999999999996,0.999724940537459,,,3,1000,pde,0.22001839978687746,0.9997249405374592,0.9998624608102152,1.0,0.9999999999999998,0.9997249405374592,oat_r_prime
periodic,8.1,4.19,0.3,48,100,injection,0,True,,0.9640222095430201,1.0000000000000009,0.05917607812391131,0.19318514324416733,1.2491118169739892e-14,1.0,0.39365847827689454,802,1104,direct_injection,,,,1.0000000000000009,0.964022209543019,,,3,1000,pde,0.2388452502879288,0.9640222095430201,0.9818463268470378,1.0,1.0000000000000009,0.9640222095430201,oat_r_prime
periodic,8.1,4.25,0.3,48,100,injection,0,True,,0.925915008690298,1.0,0.0679562400230047,0.2828652223476377,1.3980708571357574e-14,1.0,0.39351040463327164,802,1104,direct_injection,,,,1.0000000000000004,0.9259150086903005,,,3,1000,pde,0.250841987257836,0.925915008690298,0.9622447758706191,1.0,1.0,0.925915008690298,oat_r_prime
periodic,8.1,4.35,0.3,48,100,injection,0,True,,0.8614100535933242,0.9999999999999998,0.0851600573676649,0.401107604128235,1.5513278241049423e-14,1.0,0.3919013412933274,802,1104,direct_injection,,,,0.9999999999999996,0.8614100535933239,,,3,1000,pde,0.2708463209665045,0.8614100535933242,0.9281217881255263,1.0,0.9999999999999998,0.8614100535933242,oat_r_prime
periodic,8.1,4.5,0.3,48,100,injection,0,True,,0.8024108142833521,1.0,0.11140722839826335,0.4962302088638658,2.4044425626683668e-14,1.0,0.38650463303742827,802,1104,direct_injection,,,,1.0,0.802410814283338,,,3,1000,pde,0.29898890423576235,0.8024108142833521,0.8957738633624851,1.0,1.0,0.8024108142833521,oat_r_prime
