beta,eta_err,fidelity,map_err_best_scale,map_scale_imag,map_scale_real,objective,post_prob,r_prime,r_target,status,vec_err_best_scale,vec_scale_imag,vec_scale_real
0.9553333333333334,0.19050384967099024,0.9853004033971973,0.19014313369624336,0.0,0.2690047009012684,0.1679494891305681,0.014063022576706429,3.431578947368421,3.568421052631579,ok,0.12214294245230627,0.0,0.2788122373408467
0.7793333333333333,0.15792353151632282,0.9804958569877963,0.22038074507386357,0.0,0.459176723171927,0.202205013182644,0.04180987688808416,3.3473684210526313,3.8842105263157896,ok,0.141039433495102,0.0,0.47956832426717944
0.794,0.15810407779285596,0.9804425758710208,0.22030260577932068,0.0,0.45777805438500024,0.2023649583765918,0.041551170318458924,3.3473684210526313,3.8842105263157896,ok,0.1412357842804825,0.0,0.4780693219102171
0.7646666666666667,0.15876166183217696,0.9803347514893171,0.22172894008974145,0.0,0.4606148920619381,0.20348010182077572,0.04211314654021118,3.3473684210526313,3.8842105263157896,ok,0.14163236935037088,0.0,0.4812649226419896
0.8086666666666666,0.159028342919226,0.9802373037358986,0.22112227258151507,0.0,0.4563695177929382,0.20353918146529462,0.04131549263128517,3.3473684210526313,3.8842105263157896,ok,0.14198991036133202,0.0,0.47666168608355186
0.8233333333333334,0.1604535358746476,0.9799247094229697,0.22252808066309598,0.0,0.45491685545064503,0.20539908833276713,0.04108743882191503,3.3473684210526313,3.8842105263157896,ok,0.14313128347236764,0.0,0.4752685250108931
0.75,0.16084512517163224,0.9798897415840839,0.22468294398979355,0.0,0.46216416096975566,0.20660542573007376,0.04248683781439711,3.3473684210526313,3.8842105263157896,ok,0.14325844081438122,0.0,0.4832857325045925
0.8086666666666666,0.16474467836514406,0.9797778918729274,0.22389908076816387,0.0,0.44102583754243574,0.20662512282987416,0.03803698697291377,3.3473684210526313,3.8210526315789477,ok,0.14366447703943858,0.0,0.45725139160572714
0.8233333333333334,0.16522738347168928,0.9798045532993098,0.2242494941088795,0.0,0.43978183036265167,0.20670230609269438,0.03783401024716748,3.3473684210526313,3.8210526315789477,ok,0.14356778670322012,0.0,0.4560359492755043
0.838,0.1659753053693795,0.9797817164312503,0.22486366009732295,0.0,0.43847803153477755,0.20709335479740948,0.03762907550773095,3.3473684210526313,3.8210526315789477,ok,0.14365061057031056,0.0,0.45479387155034845
0.794,0.1647472326854153,0.9796541711368345,0.22405481040770947,0.0,0.44222276980081415,0.2071570789839683,0.038245215140438264,3.3473684210526313,3.8210526315789477,ok,0.1441123823369553,0.0,0.4584723134188208
0.8526666666666667,0.16688977781089626,0.9797283691154569,0.22562962226820257,0.0,0.4371097114568853,0.20767231042378864,0.037420338964753705,3.3473684210526313,3.8210526315789477,ok,0.14384391774546018,0.0,0.4535183506982369
0.838,0.16222882625243,0.9795253515017157,0.22433833146586535,0.0,0.4533981684023312,0.2077702903858828,0.04085857905610734,3.3473684210526313,3.8842105263157896,ok,0.14457739222803592,0.0,0.4738464529597059
0.8673333333333333,0.16795485407311964,0.9796439961755863,0.2265255404468471,0.0,0.4356799601548324,0.2084297321805591,0.037209629316060366,3.3473684210526313,3.8210526315789477,ok,0.14414916176591488,0.0,0.4522202196152516
0.7793333333333333,0.165553827068793,0.9793593374333183,0.22506166739438016,0.0,0.4433928900002077,0.20873751521738668,0.03847198816085681,3.3473684210526313,3.8210526315789477,ok,0.1451746483918625,0.0,0.4597603487360843
0.882,0.16919516045909094,0.9795162392550524,0.22757369683407802,0.0,0.43419490986685194,0.2094212698386974,0.03700068899768673,3.3473684210526313,3.8210526315789477,ok,0.14461023338441104,0.0,0.450919368412983
0.8526666666666667,0.16430605367326914,0.9790364480648547,0.22650578190729484,0.0,0.4518044246453553,0.21063094443890118,0.040626796841949676,3.3473684210526313,3.8842105263157896,ok,0.14632987588849652,0.0,0.4723825926951855
0.8966666666666666,0.17066731845594463,0.9793187996533941,0.22883131430082088,0.0,0.4326506478618041,0.21076986303126236,0.036797164553786926,3.3473684210526313,3.8210526315789477,ok,0.14532014586352163,0.0,0.4496321815129448
0.7646666666666667,0.16748693052538852,0.978808941993358,0.22726873313563198,0.0,0.4445693257633909,0.21183276900844164,0.03873608379823122,3.3473684210526313,3.8210526315789477,ok,0.14713884954029358,0.0,0.4612060377324738
0.9553333333333334,0.20019865600238054,0.9790405014499652,0.22937550836832624,0.0,0.27463098480368725,0.21205115470248667,0.01512935177188913,3.431578947368421,3.6315789473684212,ok,0.14631542559082183,0.0,0.28826947269611447
