boundary_condition,r_target,r_prime,beta,n_coeff,n_trotter_steps,state_prep_method,snap_depth,valid,error,source,fidelity,fidelity_vs_truncated,postselection_probability,rel_error_vs_exact,rel_error_vs_truncated,oracle_fidelity,coeff_backend_gap,circuit_depth,circuit_size,oracle_apply_mode,oracle_n_active_fock_levels,oracle_n_jc_pulses,oracle_n_qubit_rotations,oracle_vs_ideal_fidelity,ideal_vs_reference_fidelity,snap_n_snap,snap_total_iterations,snap_restarts,snap_maxiter,score_objective,score_balanced,score_pde,score_prep_pde,score_oracle,score_truncated,score
dirichlet,1.916666666666667,4.19,0.675,48,100,injection,0,False,r_target_must_exceed_r_prime,oat_r_target,,,,,,,,,,,,,,,,,,,,,,,,,,
dirichlet,1.938331430533519,4.19,0.675,48,100,injection,0,False,r_target_must_exceed_r_prime,oat_r_target,,,,,,,,,,,,,,,,,,,,,,,,,,
dirichlet,1.9666666666666668,4.19,0.675,48,100,injection,0,False,r_target_must_exceed_r_prime,oat_r_target,,,,,,,,,,,,,,,,,,,,,,,,,,
dirichlet,2.0,4.19,0.675,48,100,injection,0,False,r_target_must_exceed_r_prime,oat_r_target,,,,,,,,,,,,,,,,,,,,,,,,,,
dirichlet,5.0,4.19,0.675,48,100,injection,0,True,,oat_r_target,0.8471135608538343,0.9999999640104279,0.07706539492460975,0.42482852123047254,0.0001897091801544445,1.0,8.59919852082159,1502,2204,direct_injection,,,,0.9999999999999998,0.8471486344478623,,,3,1000,pde,0.2555056576931187,0.8471135608538343,0.9203877231112083,1.0,0.9999999640104279,0.8471135608538343
dirichlet,8.0,4.19,0.675,48,100,injection,0,True,,oat_r_target,0.9948670263481206,0.9999948446419347,0.07351326677798845,0.07182936035329396,0.0022705472122900505,1.0,8.600313758882503,1502,2204,direct_injection,,,,1.0,0.9949943473873508,,,3,1000,pde,0.2704365454530017,0.9948670263481206,0.9974302112669942,1.0,0.9999948446419347,0.9948670263481206
dirichlet,8.16,4.19,0.675,48,100,injection,0,True,,oat_r_target,0.994660831100716,0.9999928945495653,0.06643884063065096,0.07326546692017956,0.0026656145487972873,1.0,8.600314541462987,1502,2204,direct_injection,,,,1.0,0.9945870909173878,,,3,1000,pde,0.25706830306175693,0.994660831100716,0.9973268426652899,1.0,0.9999928945495653,0.994660831100716
dirichlet,8.3,4.19,0.675,48,100,injection,0,True,,oat_r_target,0.9925062884879523,0.9999908563984226,0.061194735562396074,0.0868924117299932,0.0030238527053781943,1.0,8.600315048254897,1502,2204,direct_injection,,,,1.0,0.9921371927797056,,,3,1000,pde,0.2464470731577785,0.9925062884879523,0.9962460983551967,1.0,0.9999908563984226,0.9925062884879523
