r_target,r_prime,beta,fidelity,map_error,post_prob,eta_error,objective
0.2865714285714286,0.0005,0.9022222222222223,0.9222323814113339,0.37912515763019833,0.4415721658221311,0.6802565033199696,0.7361066933077989
0.1437857142857143,0.0005,0.5511111111111111,0.9173064244652368,0.3945593864066623,0.4736672618022175,0.7605382168411192,0.7404193310403168
0.2865714285714286,0.2731363636363636,0.99,0.9347603050330376,0.3352635799106261,0.30077586706245324,0.5566058770684389,0.7501153413463619
0.1437857142857143,0.1368181818181818,0.5511111111111111,0.915876434731009,0.39281187415794644,0.4472991199153249,0.7616831896204812,0.7532858794692749
0.2865714285714286,0.1368181818181818,0.9022222222222223,0.9165276890426394,0.38703569538835236,0.4296444559372644,0.6770998700703222,0.7556857783770807
0.2865714285714286,0.0005,0.8144444444444445,0.9114394013858633,0.40361794347343183,0.46244305161091454,0.7245246054306975,0.7609570162821112
0.001,0.0005,0.2,0.9249657426652557,0.3809932295469831,0.38550146194105767,0.8758000889915689,0.7632767559111986
0.2865714285714286,0.2731363636363636,0.9022222222222223,0.9213196695585375,0.3686102009173997,0.36239826997676333,0.6236619158641756,0.7660913963704805
0.1437857142857143,0.0005,0.4633333333333334,0.9064735727793781,0.4190697687819834,0.48568602142215006,0.8103653707458498,0.7697531852915303
0.2865714285714286,0.1368181818181818,0.8144444444444445,0.9025295207815576,0.4176362590332832,0.4597214340388014,0.7342489040057284,0.7852460212323249
0.2865714285714286,0.0005,0.7266666666666668,0.9002373428956514,0.427615781705988,0.4810486423258532,0.7691451723934318,0.78685411764741
0.2865714285714286,0.2731363636363636,0.8144444444444445,0.9061325139060329,0.40309443979597537,0.4127704254134717,0.6932371792429541,0.7905767131832067
0.1437857142857143,0.1368181818181818,0.4633333333333334,0.9020509479339257,0.42382941966323917,0.45989335161764805,0.8295996318076226,0.7918317959204895
0.1437857142857143,0.0005,0.3755555555555556,0.8952147559867853,0.4432362393975907,0.49501128632700103,0.861306824044053,0.8005158402473048
0.4293571428571429,0.0005,0.99,0.8985571906474102,0.42732591256083424,0.45539140123616506,0.7371310898668114,0.8010730212953415
0.2865714285714286,0.0005,0.638888888888889,0.888661387988416,0.45118603533771534,0.49747979606276416,0.814268745253836,0.8137847493179172
0.2865714285714286,0.1368181818181818,0.7266666666666668,0.8878059213232634,0.4477399118866277,0.48581278277005335,0.7921453312703901,0.8170275991783376
0.2865714285714286,0.2731363636363636,0.7266666666666668,0.8893889354441632,0.4382279461388363,0.45381363991283064,0.7652792119108681,0.8219321907382577
0.4293571428571429,0.0005,0.9022222222222223,0.8868338174174133,0.4505710478969538,0.4770786968051586,0.7792509398740277,0.8251978820769612
0.4293571428571429,0.1368181818181818,0.99,0.888449649660953,0.44270273802324356,0.4520922907276386,0.7482222143307896,0.8282069429984713
0.1437857142857143,0.0005,0.2877777777777778,0.8835742061434358,0.46708120181824997,0.5017296245141073,0.9135264405433746,0.8326421834177604
0.1437857142857143,0.1368181818181818,0.3755555555555556,0.8874041657403342,0.45465171711291524,0.4659966582038628,0.9000480785187328,0.8342492222706496
0.2865714285714286,0.0005,0.5511111111111111,0.8767461423736472,0.47438472280864236,0.5118060081330831,0.8600325683726554,0.8417355763684535
0.4293571428571429,0.2731363636363636,0.99,0.88419252941073,0.44512019660746627,0.42245730898395634,0.7347027518739944,0.8496990127047581
0.4293571428571429,0.0005,0.8144444444444445,0.8748397571462678,0.473311647196323,0.49685288728783294,0.8215634057784166,0.8500454464061387
