boundary,r_target,r_prime,beta,n_coeff,n_fock,n_quad,coeff_backend,total_time,evaluation,state_prep_method,oracle_fidelity,oracle_fidelity_basis,rel_frobenius_error,rel_spectral_error,worst_scaled_relative_error,worst_conditional_fidelity,p_min,p_max,alpha_target_re,alpha_target_im,best_fit_scale_re,best_fit_scale_im,best_fit_rel_frobenius_error,per_input,case,n_trotter_steps,p_succ,system_label,dv_dim,target_state_prep_method,worst_input_name,p_ref,p_target_model,inv_p_succ,eps_model,eps_synth,eps_t,eps_tot,eps_model_fro,eps_synth_fro,eps_t_fro,eps_tot_fro,alpha_prepared_re,alpha_prepared_im,static_footprint,per_attempt_ops,accepted_sample_ops,resource_ledger,compiled_width,compiled_depth,compiled_count_ops,compiled_resources,Gamma_1,Gamma_1_LL,Gamma_1_LH,Gamma_1_HH,eps_t_bound,coefficient_artifact,coefficient_sha256,raw_artifact,candidate_id,wiring_crosscheck_relative_error
dirichlet,1.4,0.4,0.5,12,16,240,explicit_overlap,1.0,"[""exact_finite_map"", ""circuit_statevector""]",law_eberly,1.0,,0.22211078007493018,0.181282826810966,0.264007794268048,0.9303003619967514,0.05659383866937683,0.12195590582501346,1.211840841054047,0.0,1.1934760209490596,2.926773353851109e-14,0.22160335272388604,"[{""conditional_fidelity"": 0.9303003619967514, ""index"": 0, ""name"": ""basis_0"", ""scaled_relative_error"": 0.264007794268048, ""success_probability"": 0.056593838669377054}, {""conditional_fidelity"": 0.9613400588076499, ""index"": 1, ""name"": ""basis_1"", ""scaled_relative_error"": 0.1978379473454326, ""success_probability"": 0.12195590582501281}, {""conditional_fidelity"": 0.9613400588076502, ""index"": 2, ""name"": ""basis_2"", ""scaled_relative_error"": 0.19783794734543292, ""success_probability"": 0.12195590582501346}, {""conditional_fidelity"": 0.9303003619967534, ""index"": 3, ""name"": ""basis_3"", ""scaled_relative_error"": 0.26400779426804427, ""success_probability"": 0.05659383866937683}]",scaling_dense_circuit,50,0.12195590582501281,dirichlet_heat_4d,4,ideal_injection,basis_0,0.12137591082898853,0.12287973284959323,8.199684904434557,0.12324586251366583,1.5504650855259802e-16,0.005162371839276254,0.12372883784663097,0.16162067747477069,2.2401218479918906e-16,0.009159973401671668,0.16244724976165872,1.2118408410540469,1.5248108726701702e-16,"{""le_aux_qubits"": 1, ""n_dv_qubits"": 2, ""physical_qumodes"": 1, ""simulator_qubits_per_qumode"": 4}",{},{},[],,,{},[],60.000000000000014,60.000000000000014,0.0,0.0,0.6000000000000001,results_revision/coefficients_dirichlet_r1p4_rp0p4_b0p5_N12.json,970d00e3485fdaafc22b762fbea3fdc7d2c66b73ade3fe365108e20fe088b820,results_revision/viz_dense/scaling_dense_T1.0_N12_NF16_nt50_raw.npz,T1.0_N12_NF16_nt50,2.2847712032022982e-14
dirichlet,1.4,0.4,0.5,12,16,240,explicit_overlap,1.0,"[""exact_finite_map"", ""circuit_statevector""]",law_eberly,1.0,,0.22154126349004952,0.180925990053055,0.26265780494821833,0.9310144010242126,0.05633638026041576,0.12223621292248943,1.211840841054047,0.0,1.1935569820525063,4.159093188448317e-14,0.22103694481519395,"[{""conditional_fidelity"": 0.9310144010242126, ""index"": 0, ""name"": ""basis_0"", ""scaled_relative_error"": 0.26265780494821833, ""success_probability"": 0.0563363802604168}, {""conditional_fidelity"": 0.9614133857746272, ""index"": 1, ""name"": ""basis_1"", ""scaled_relative_error"": 0.19777909790744524, ""success_probability"": 0.12223621292248943}, {""conditional_fidelity"": 0.9614133857746275, ""index"": 2, ""name"": ""basis_2"", ""scaled_relative_error"": 0.19777909790744402, ""success_probability"": 0.12223621292248919}, {""conditional_fidelity"": 0.9310144010242141, ""index"": 3, ""name"": ""basis_3"", ""scaled_relative_error"": 0.26265780494821667, ""success_probability"": 0.05633638026041576}]",scaling_dense_circuit,71,0.12223621292248943,dirichlet_heat_4d,4,ideal_injection,basis_0,0.12137591082898853,0.12287973284959323,8.180881721475656,0.12324586251366583,1.5504650855259802e-16,0.003620272685969657,0.12348529024681709,0.16162067747477069,2.2401218479918906e-16,0.006447773629486604,0.16203071706173167,1.2118408410540469,1.5248108726701702e-16,"{""le_aux_qubits"": 1, ""n_dv_qubits"": 2, ""physical_qumodes"": 1, ""simulator_qubits_per_qumode"": 4}",{},{},[],,,{},[],60.000000000000014,60.000000000000014,0.0,0.0,0.42253521126760574,results_revision/coefficients_dirichlet_r1p4_rp0p4_b0p5_N12.json,970d00e3485fdaafc22b762fbea3fdc7d2c66b73ade3fe365108e20fe088b820,results_revision/viz_dense/scaling_dense_T1.0_N12_NF16_nt71_raw.npz,T1.0_N12_NF16_nt71,2.7406296858376304e-14
dirichlet,1.4,0.4,0.5,12,16,240,explicit_overlap,1.0,"[""exact_finite_map"", ""circuit_statevector""]",law_eberly,1.0,,0.22126328133690662,0.18075199350295312,0.2618567838142889,0.9314442041917163,0.056157448385671264,0.12242636990824507,1.211840841054047,0.0,1.193596107243069,5.872793455303055e-14,0.22076045719859042,"[{""conditional_fidelity"": 0.9314442041917163, ""index"": 0, ""name"": ""basis_0"", ""scaled_relative_error"": 0.2618567838142889, ""success_probability"": 0.05615744838567248}, {""conditional_fidelity"": 0.9614240799277889, ""index"": 1, ""name"": ""basis_1"", ""scaled_relative_error"": 0.19784375593967873, ""success_probability"": 0.12242636990824507}, {""conditional_fidelity"": 0.9614240799277894, ""index"": 2, ""name"": ""basis_2"", ""scaled_relative_error"": 0.19784375593967712, ""success_probability"": 0.12242636990824468}, {""conditional_fidelity"": 0.9314442041917214, ""index"": 3, ""name"": ""basis_3"", ""scaled_relative_error"": 0.26185678381428024, ""success_probability"": 0.056157448385671264}]",scaling_dense_circuit,100,0.12242636990824507,dirichlet_heat_4d,4,ideal_injection,basis_0,0.12137591082898853,0.12287973284959323,8.168174885439063,0.12324586251366583,1.5504650855259802e-16,0.002563182252515389,0.12336653442580443,0.16162067747477069,2.2401218479918906e-16,0.004576907642140474,0.1618274066404831,1.2118408410540469,1.5248108726701702e-16,"{""le_aux_qubits"": 1, ""n_dv_qubits"": 2, ""physical_qumodes"": 1, ""simulator_qubits_per_qumode"": 4}",{},{},[],,,{},[],60.000000000000014,60.000000000000014,0.0,0.0,0.30000000000000004,results_revision/coefficients_dirichlet_r1p4_rp0p4_b0p5_N12.json,970d00e3485fdaafc22b762fbea3fdc7d2c66b73ade3fe365108e20fe088b820,results_revision/viz_dense/scaling_dense_T1.0_N12_NF16_nt100_raw.npz,T1.0_N12_NF16_nt100,2.9043649942265644e-14
dirichlet,1.4,0.4,0.5,12,16,240,explicit_overlap,1.0,"[""exact_finite_map"", ""circuit_statevector""]",law_eberly,1.0,,0.22112280880391913,0.18066411187907785,0.26135268295843345,0.931718475993432,0.05602950168873088,0.12256000706579635,1.211840841054047,0.0,1.1936157806504955,8.241507784681323e-14,0.22062073422868722,"[{""conditional_fidelity"": 0.931718475993432, ""index"": 0, ""name"": ""basis_0"", ""scaled_relative_error"": 0.26135268295843345, ""success_probability"": 0.05602950168873351}, {""conditional_fidelity"": 0.9614120014145682, ""index"": 1, ""name"": ""basis_1"", ""scaled_relative_error"": 0.19794168373421892, ""success_probability"": 0.12256000706579608}, {""conditional_fidelity"": 0.9614120014145685, ""index"": 2, ""name"": ""basis_2"", ""scaled_relative_error"": 0.19794168373421855, ""success_probability"": 0.12256000706579635}, {""conditional_fidelity"": 0.9317184759934375, ""index"": 3, ""name"": ""basis_3"", ""scaled_relative_error"": 0.2613526829584232, ""success_probability"": 0.05602950168873088}]",scaling_dense_circuit,141,0.12256000706579608,dirichlet_heat_4d,4,ideal_injection,basis_0,0.12137591082898853,0.12287973284959323,8.15926845910797,0.12324586251366583,1.5504650855259802e-16,0.0018143001020719922,0.12330655361360372,0.16162067747477069,2.2401218479918906e-16,0.0032456707852431353,0.16172466792314943,1.2118408410540469,1.5248108726701702e-16,"{""le_aux_qubits"": 1, ""n_dv_qubits"": 2, ""physical_qumodes"": 1, ""simulator_qubits_per_qumode"": 4}",{},{},[],,,{},[],60.000000000000014,60.000000000000014,0.0,0.0,0.21276595744680857,results_revision/coefficients_dirichlet_r1p4_rp0p4_b0p5_N12.json,970d00e3485fdaafc22b762fbea3fdc7d2c66b73ade3fe365108e20fe088b820,results_revision/viz_dense/scaling_dense_T1.0_N12_NF16_nt141_raw.npz,T1.0_N12_NF16_nt141,4.489216056679546e-14
dirichlet,1.4,0.4,0.5,12,16,240,explicit_overlap,1.0,"[""exact_finite_map"", ""circuit_statevector""]",law_eberly,1.0,,0.22105129628485318,0.18061938395344107,0.261024333579375,0.9318994035388207,0.05593715950512583,0.12265525083874784,1.211840841054047,0.0,1.1936257709158258,1.176253372415279e-13,0.22054960184180206,"[{""conditional_fidelity"": 0.9318994035388207, ""index"": 0, ""name"": ""basis_0"", ""scaled_relative_error"": 0.261024333579375, ""success_probability"": 0.0559371595051283}, {""conditional_fidelity"": 0.9613932408127466, ""index"": 1, ""name"": ""basis_1"", ""scaled_relative_error"": 0.19803865198686668, ""success_probability"": 0.12265525083874784}, {""conditional_fidelity"": 0.9613932408127464, ""index"": 2, ""name"": ""basis_2"", ""scaled_relative_error"": 0.1980386519868672, ""success_probability"": 0.12265525083874691}, {""conditional_fidelity"": 0.931899403538829, ""index"": 3, ""name"": ""basis_3"", ""scaled_relative_error"": 0.2610243335793602, ""success_probability"": 0.05593715950512583}]",scaling_dense_circuit,200,0.12265525083874784,dirichlet_heat_4d,4,ideal_injection,basis_0,0.12137591082898853,0.12287973284959323,8.152932656056265,0.12324586251366583,1.5504650855259802e-16,0.001277304459059708,0.12327602598803829,0.16162067747477069,2.2401218479918906e-16,0.0022880675391727307,0.16167236513963812,1.2118408410540469,1.5248108726701702e-16,"{""le_aux_qubits"": 1, ""n_dv_qubits"": 2, ""physical_qumodes"": 1, ""simulator_qubits_per_qumode"": 4}",{},{},[],,,{},[],60.000000000000014,60.000000000000014,0.0,0.0,0.15000000000000002,results_revision/coefficients_dirichlet_r1p4_rp0p4_b0p5_N12.json,970d00e3485fdaafc22b762fbea3fdc7d2c66b73ade3fe365108e20fe088b820,results_revision/viz_dense/scaling_dense_T1.0_N12_NF16_nt200_raw.npz,T1.0_N12_NF16_nt200,6.180581095742887e-14
dirichlet,1.4,0.4,0.5,12,16,240,explicit_overlap,1.0,"[""exact_finite_map"", ""circuit_statevector""]",law_eberly,1.0,,0.2210159218896018,0.18059726165499226,0.26081144495997216,0.9320179891190651,0.055872298045983135,0.1227215487599876,1.211840841054047,0.0,1.1936307064240348,1.6863080371514093e-13,0.2205144151191398,"[{""conditional_fidelity"": 0.9320179891190651, ""index"": 0, ""name"": ""basis_0"", ""scaled_relative_error"": 0.26081144495997216, ""success_probability"": 0.05587229804598711}, {""conditional_fidelity"": 0.9613750882088961, ""index"": 1, ""name"": ""basis_1"", ""scaled_relative_error"": 0.19811977103875228, ""success_probability"": 0.1227215487599876}, {""conditional_fidelity"": 0.9613750882088963, ""index"": 2, ""name"": ""basis_2"", ""scaled_relative_error"": 0.19811977103875072, ""success_probability"": 0.12272154875998671}, {""conditional_fidelity"": 0.9320179891190763, ""index"": 3, ""name"": ""basis_3"", ""scaled_relative_error"": 0.2608114449599525, ""success_probability"": 0.055872298045983135}]",scaling_dense_circuit,283,0.1227215487599876,dirichlet_heat_4d,4,ideal_injection,basis_0,0.12137591082898853,0.12287973284959323,8.148528193330968,0.12324586251366583,1.5504650855259802e-16,0.0009018181968794897,0.12326092711559837,0.16162067747477069,2.2401218479918906e-16,0.0016169632742075257,0.1616464930355528,1.2118408410540469,1.5248108726701702e-16,"{""le_aux_qubits"": 1, ""n_dv_qubits"": 2, ""physical_qumodes"": 1, ""simulator_qubits_per_qumode"": 4}",{},{},[],,,{},[],60.000000000000014,60.000000000000014,0.0,0.0,0.10600706713780922,results_revision/coefficients_dirichlet_r1p4_rp0p4_b0p5_N12.json,970d00e3485fdaafc22b762fbea3fdc7d2c66b73ade3fe365108e20fe088b820,results_revision/viz_dense/scaling_dense_T1.0_N12_NF16_nt283_raw.npz,T1.0_N12_NF16_nt283,1.3821502148286943e-13
dirichlet,1.4,0.4,0.5,24,32,240,explicit_overlap,0.25,exact_finite_map,ideal_injection,1.0,by_construction,0.039763386025640335,0.04612386040473648,0.04514893324611264,0.9983760740450467,0.26224802388080914,0.302944957480554,1.262793871817037,0.0,1.247303847883425,-1.718495859021926e-16,0.037777244967352915,"[{""conditional_fidelity"": 0.9989413890288763, ""index"": 0, ""scaled_relative_error"": 0.0327112179141727, ""success_probability"": 0.26224802388080926}, {""conditional_fidelity"": 0.9983760740450467, ""index"": 1, ""scaled_relative_error"": 0.045148933246112515, ""success_probability"": 0.30294495748055383}, {""conditional_fidelity"": 0.998376074045047, ""index"": 2, ""scaled_relative_error"": 0.04514893324611264, ""success_probability"": 0.302944957480554}, {""conditional_fidelity"": 0.9989413890288767, ""index"": 3, ""scaled_relative_error"": 0.03271121791417259, ""success_probability"": 0.26224802388080914}]",scaling_dense_model,,0.30294495748055383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dirichlet,1.4,0.4,0.5,24,32,240,explicit_overlap,0.5,exact_finite_map,ideal_injection,1.0,by_construction,0.02744709112625807,0.02905208402588243,0.02836509231037393,0.9994190831096118,0.1376359732767468,0.1981676331482432,1.262793871817037,0.0,1.240171795026122,-1.8874572483407488e-16,0.02051208657754285,"[{""conditional_fidelity"": 0.9994190831096118, ""index"": 0, ""scaled_relative_error"": 0.02610746834216303, ""success_probability"": 0.13763597327674684}, {""conditional_fidelity"": 0.9997721563762978, ""index"": 1, ""scaled_relative_error"": 0.028365092310373746, ""success_probability"": 0.19816763314824312}, {""conditional_fidelity"": 0.9997721563762985, ""index"": 2, ""scaled_relative_error"": 0.02836509231037393, ""success_probability"": 0.1981676331482432}, {""conditional_fidelity"": 0.9994190831096118, ""index"": 3, ""scaled_relative_error"": 0.026107468342163084, ""success_probability"": 0.1376359732767468}]",scaling_dense_model,,0.19816763314824312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dirichlet,1.4,0.4,0.5,24,32,240,explicit_overlap,0.75,exact_finite_map,ideal_injection,1.0,by_construction,0.04687692016498964,0.04233307213754124,0.05049051494277647,0.9981939817836831,0.07744571180910817,0.13744410506156876,1.262793871817037,0.0,1.2875359746060167,-6.143135386839471e-16,0.042764963671439546,"[{""conditional_fidelity"": 0.9982834865445196, ""index"": 0, ""scaled_relative_error"": 0.05049051494277647, ""success_probability"": 0.07744571180910817}, {""conditional_fidelity"": 0.9981939817836835, ""index"": 1, ""scaled_relative_error"": 0.044642524099594086, ""success_probability"": 0.13744410506156868}, {""conditional_fidelity"": 0.9981939817836831, ""index"": 2, ""scaled_relative_error"": 0.044642524099593316, ""success_probability"": 0.13744410506156876}, {""conditional_fidelity"": 0.9982834865445194, ""index"": 3, ""scaled_relative_error"": 0.05049051494277643, ""success_probability"": 0.07744571180910817}]",scaling_dense_model,,0.13744410506156868,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dirichlet,1.4,0.4,0.5,24,32,240,explicit_overlap,1.0,exact_finite_map,ideal_injection,1.0,by_construction,0.05027355795086951,0.03472031824355592,0.06900307385763738,0.9972342457201251,0.05090908090720057,0.10552328628141781,1.262793871817037,0.0,1.3066512050250172,-5.786657449751711e-16,0.03744893390977906,"[{""conditional_fidelity"": 0.9972342457201251, ""index"": 0, ""scaled_relative_error"": 0.06900307385763738, ""success_probability"": 0.05090908090720057}, {""conditional_fidelity"": 0.9993787463807896, ""index"": 1, ""scaled_relative_error"": 0.037541302379092915, ""success_probability"": 0.10552328628141774}, {""conditional_fidelity"": 0.9993787463807893, ""index"": 2, ""scaled_relative_error"": 0.037541302379092235, ""success_probability"": 0.10552328628141781}, {""conditional_fidelity"": 0.9972342457201258, ""index"": 3, ""scaled_relative_error"": 0.06900307385763715, ""success_probability"": 0.05090908090720058}]",scaling_dense_model,,0.10552328628141774,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dirichlet,1.4,0.4,0.5,24,32,240,explicit_overlap,1.25,exact_finite_map,ideal_injection,1.0,by_construction,0.029939851968008822,0.02773796467888573,0.04259500929913733,0.998281807598353,0.03998855948775317,0.08827033746745133,1.262793871817037,0.0,1.276006022305343,-5.578608682855613e-16,0.028093910450327084,"[{""conditional_fidelity"": 0.998281807598353, ""index"": 0, ""scaled_relative_error"": 0.042595009299137065, ""success_probability"": 0.03998855948775317}, {""conditional_fidelity"": 0.9996316539991029, ""index"": 1, ""scaled_relative_error"": 0.021923596279002974, ""success_probability"": 0.08827033746745123}, {""conditional_fidelity"": 0.9996316539991031, ""index"": 2, ""scaled_relative_error"": 0.021923596279002536, ""success_probability"": 0.08827033746745133}, {""conditional_fidelity"": 0.9982818075983535, ""index"": 3, ""scaled_relative_error"": 0.04259500929913733, ""success_probability"": 0.0399885594877532}]",scaling_dense_model,,0.08827033746745123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dirichlet,1.4,0.4,0.5,24,32,240,explicit_overlap,1.5,exact_finite_map,ideal_injection,1.0,by_construction,0.12119870584509214,0.09934119184198796,0.17317116542729055,0.9701244140529669,0.03095803555727093,0.0749701559505141,1.262793871817037,0.0,1.2467766474121698,-4.2632934495741496e-16,0.12052585099368802,"[{""conditional_fidelity"": 0.9701244140529671, ""index"": 0, ""scaled_relative_error"": 0.17317116542729033, ""success_probability"": 0.03095803555727093}, {""conditional_fidelity"": 0.991994667924814, ""index"": 1, ""scaled_relative_error"": 0.09050765529613623, ""success_probability"": 0.074970155950514}, {""conditional_fidelity"": 0.9919946679248139, ""index"": 2, ""scaled_relative_error"": 0.09050765529613645, ""success_probability"": 0.0749701559505141}, {""conditional_fidelity"": 0.9701244140529669, ""index"": 3, ""scaled_relative_error"": 0.17317116542729055, ""success_probability"": 0.03095803555727094}]",scaling_dense_model,,0.074970155950514,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dirichlet,1.4,0.4,0.5,24,32,240,explicit_overlap,1.75,exact_finite_map,ideal_injection,1.0,by_construction,0.6438041613788015,0.652420791138789,0.649122836141313,0.7091443139551449,0.03541019152156098,0.08730741953952222,1.262793871817037,0.0,0.8870984235035299,-1.9956365204685018e-16,0.5352679381681299,"[{""conditional_fidelity"": 0.7242296707655528, ""index"": 0, ""scaled_relative_error"": 0.6305718256564965, ""success_probability"": 0.03541019152156098}, {""conditional_fidelity"": 0.7091443139551449, ""index"": 1, ""scaled_relative_error"": 0.6491228361413119, ""success_probability"": 0.08730741953952219}, {""conditional_fidelity"": 0.709144313955145, ""index"": 2, ""scaled_relative_error"": 0.649122836141313, ""success_probability"": 0.08730741953952222}, {""conditional_fidelity"": 0.7242296707655531, ""index"": 3, ""scaled_relative_error"": 0.6305718256564969, ""success_probability"": 0.03541019152156101}]",scaling_dense_model,,0.08730741953952219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dirichlet,1.4,0.4,0.5,24,32,240,explicit_overlap,2.0,exact_finite_map,ideal_injection,1.0,by_construction,0.15729957614126,0.13365823137735808,0.23908673581674714,0.9430434169547836,0.019144531435518076,0.04785072731768956,1.262793871817037,0.0,1.2683077670339191,-1.0967276385657265e-17,0.1572409733520246,"[{""conditional_fidelity"": 0.9430434169547839, ""index"": 0, ""scaled_relative_error"": 0.23908673581674714, ""success_probability"": 0.019144531435518076}, {""conditional_fidelity"": 0.9882846676575011, ""index"": 1, ""scaled_relative_error"": 0.10887100014887541, ""success_probability"": 0.04785072731768952}, {""conditional_fidelity"": 0.988284667657501, ""index"": 2, ""scaled_relative_error"": 0.10887100014887509, ""success_probability"": 0.04785072731768956}, {""conditional_fidelity"": 0.9430434169547836, ""index"": 3, ""scaled_relative_error"": 0.23908673581674705, ""success_probability"": 0.019144531435518097}]",scaling_dense_model,,0.04785072731768952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dirichlet,1.4,0.4,0.5,24,32,240,explicit_overlap,1.0,"[""exact_finite_map"", ""circuit_statevector""]",law_eberly,1.0000000000000004,,0.05038616255865935,0.03443561736172844,0.07234180476846126,0.9963342176501403,0.05140444025266007,0.10543226896453481,1.262793871817037,0.0,1.3049026729115754,1.6063290067151104e-14,0.03871683891842514,"[{""conditional_fidelity"": 0.9963342176501403, ""index"": 0, ""name"": ""basis_0"", ""scaled_relative_error"": 0.07234180476846126, ""success_probability"": 0.05140444025266055}, {""conditional_fidelity"": 0.9996287726681473, ""index"": 1, ""name"": ""basis_1"", ""scaled_relative_error"": 0.03449886474455042, ""success_probability"": 0.10543226896453481}, {""conditional_fidelity"": 0.9996287726681476, ""index"": 2, ""name"": ""basis_2"", ""scaled_relative_error"": 0.034498864744551785, ""success_probability"": 0.10543226896453418}, {""conditional_fidelity"": 0.9963342176501409, ""index"": 3, ""name"": ""basis_3"", ""scaled_relative_error"": 0.07234180476846025, ""success_probability"": 0.05140444025266007}]",scaling_dense_circuit,25,0.10543226896453481,dirichlet_heat_4d,4,ideal_injection,basis_0,0.11177861917307125,0.10552328628141774,9.484762206306865,0.023697250873189104,1.2169530700326757e-16,0.0030717125549383404,0.023502937325336298,0.03676904480771718,1.4781092836718364e-16,0.005768012029142149,0.03685140149855307,1.2627938718170373,2.3942583030731492e-17,"{""le_aux_qubits"": 1, ""n_dv_qubits"": 2, ""physical_qumodes"": 1, ""simulator_qubits_per_qumode"": 5}",{},{},[],,,{},[],124.00000000000003,124.00000000000003,0.0,0.0,2.4800000000000004,results_revision/coefficients_dirichlet_r1p4_rp0p4_b0p5_N24_NF32.json,b4c7b3b5d9ce1e692e2e94bdaf6469f3b81a80bed53bd182bc41ba6c0e33f421,results_revision/viz_dense/scaling_dense_T1.0_N24_NF32_nt25_raw.npz,T1.0_N24_NF32_nt25,9.660473638440488e-15
dirichlet,1.4,0.4,0.5,24,32,240,explicit_overlap,1.0,"[""exact_finite_map"", ""circuit_statevector""]",law_eberly,1.0000000000000004,,0.050339165518855464,0.034249046823256316,0.07138622991437889,0.996591233606152,0.0512592394476195,0.10537337815253485,1.262793871817037,0.0,1.3057834484629316,2.2164138234221938e-14,0.03810141805308144,"[{""conditional_fidelity"": 0.996591233606152, ""index"": 0, ""name"": ""basis_0"", ""scaled_relative_error"": 0.07138622991437686, ""success_probability"": 0.05125923944762029}, {""conditional_fidelity"": 0.9995813683240362, ""index"": 1, ""name"": ""basis_1"", ""scaled_relative_error"": 0.035380881860814846, ""success_probability"": 0.10537337815253446}, {""conditional_fidelity"": 0.9995813683240362, ""index"": 2, ""name"": ""basis_2"", ""scaled_relative_error"": 0.035380881860811834, ""success_probability"": 0.10537337815253485}, {""conditional_fidelity"": 0.9965912336061521, ""index"": 3, ""name"": ""basis_3"", ""scaled_relative_error"": 0.07138622991437889, ""success_probability"": 0.0512592394476195}]",scaling_dense_circuit,35,0.10537337815253446,dirichlet_heat_4d,4,ideal_injection,basis_3,0.11177861917307125,0.10552328628141774,9.490063026663512,0.023697250873189104,1.2169530700326757e-16,0.002182477067031026,0.023375599527776205,0.03676904480771718,1.4781092836718364e-16,0.004088159484893231,0.03681702883163206,1.2627938718170373,2.3942583030731492e-17,"{""le_aux_qubits"": 1, ""n_dv_qubits"": 2, ""physical_qumodes"": 1, ""simulator_qubits_per_qumode"": 5}",{},{},[],,,{},[],124.00000000000003,124.00000000000003,0.0,0.0,1.7714285714285718,results_revision/coefficients_dirichlet_r1p4_rp0p4_b0p5_N24_NF32.json,b4c7b3b5d9ce1e692e2e94bdaf6469f3b81a80bed53bd182bc41ba6c0e33f421,results_revision/viz_dense/scaling_dense_T1.0_N24_NF32_nt35_raw.npz,T1.0_N24_NF32_nt35,1.580318801132545e-14
dirichlet,1.4,0.4,0.5,24,32,240,explicit_overlap,1.0,"[""exact_finite_map"", ""circuit_statevector""]",law_eberly,1.0000000000000004,,0.05030817450055392,0.034495093042087845,0.07066089128042186,0.9967863775910525,0.051151274268865704,0.10537764716003534,1.262793871817037,0.0,1.306232321526264,3.2811428692180204e-14,0.0377704996514748,"[{""conditional_fidelity"": 0.9967863775910525, ""index"": 0, ""name"": ""basis_0"", ""scaled_relative_error"": 0.07066089128042186, ""success_probability"": 0.05115127426886647}, {""conditional_fidelity"": 0.9995319214246129, ""index"": 1, ""name"": ""basis_1"", ""scaled_relative_error"": 0.03603737906171854, ""success_probability"": 0.10537764716003534}, {""conditional_fidelity"": 0.999531921424613, ""index"": 2, ""name"": ""basis_2"", ""scaled_relative_error"": 0.036037379061717965, ""success_probability"": 0.10537764716003473}, {""conditional_fidelity"": 0.9967863775910536, ""index"": 3, ""name"": ""basis_3"", ""scaled_relative_error"": 0.0706608912804218, ""success_probability"": 0.051151274268865704}]",scaling_dense_circuit,50,0.10537764716003534,dirichlet_heat_4d,4,ideal_injection,basis_0,0.11177861917307125,0.10552328628141774,9.489678569889838,0.023697250873189104,1.2169530700326757e-16,0.0015217437519396873,0.02354353056265756,0.03676904480771718,1.4781092836718364e-16,0.002851996514909073,0.03679436263916405,1.2627938718170373,2.3942583030731492e-17,"{""le_aux_qubits"": 1, ""n_dv_qubits"": 2, ""physical_qumodes"": 1, ""simulator_qubits_per_qumode"": 5}",{},{},[],,,{},[],124.00000000000003,124.00000000000003,0.0,0.0,1.2400000000000002,results_revision/coefficients_dirichlet_r1p4_rp0p4_b0p5_N24_NF32.json,b4c7b3b5d9ce1e692e2e94bdaf6469f3b81a80bed53bd182bc41ba6c0e33f421,results_revision/viz_dense/scaling_dense_T1.0_N24_NF32_nt50_raw.npz,T1.0_N24_NF32_nt50,2.0306291187379904e-14
dirichlet,1.4,0.4,0.5,24,32,240,explicit_overlap,1.0,"[""exact_finite_map"", ""circuit_statevector""]",law_eberly,1.0000000000000004,,0.05029136079652836,0.03461000570777108,0.07016302552622204,0.9969207530257956,0.0510777261160694,0.1054021495953488,1.262793871817037,0.0,1.30644498087902,4.6202956989565483e-14,0.03760890308645046,"[{""conditional_fidelity"": 0.9969207530257956, ""index"": 0, ""name"": ""basis_0"", ""scaled_relative_error"": 0.07016302552622204, ""success_probability"": 0.05107772611607018}, {""conditional_fidelity"": 0.999491722291858, ""index"": 1, ""name"": ""basis_1"", ""scaled_relative_error"": 0.036486222463097566, ""success_probability"": 0.1054021495953483}, {""conditional_fidelity"": 0.9994917222918582, ""index"": 2, ""name"": ""basis_2"", ""scaled_relative_error"": 0.03648622246309254, ""success_probability"": 0.1054021495953488}, {""conditional_fidelity"": 0.9969207530257966, ""index"": 3, ""name"": ""basis_3"", ""scaled_relative_error"": 0.07016302552621842, ""success_probability"": 0.0510777261160694}]",scaling_dense_circuit,71,0.1054021495953483,dirichlet_heat_4d,4,ideal_injection,basis_0,0.11177861917307125,0.10552328628141774,9.487472540542312,0.023697250873189104,1.2169530700326757e-16,0.0010681650290994898,0.023621960554229073,0.03676904480771718,1.4781092836718364e-16,0.0020055104173388127,0.0367820654423493,1.2627938718170373,2.3942583030731492e-17,"{""le_aux_qubits"": 1, ""n_dv_qubits"": 2, ""physical_qumodes"": 1, ""simulator_qubits_per_qumode"": 5}",{},{},[],,,{},[],124.00000000000003,124.00000000000003,0.0,0.0,0.8732394366197185,results_revision/coefficients_dirichlet_r1p4_rp0p4_b0p5_N24_NF32.json,b4c7b3b5d9ce1e692e2e94bdaf6469f3b81a80bed53bd182bc41ba6c0e33f421,results_revision/viz_dense/scaling_dense_T1.0_N24_NF32_nt71_raw.npz,T1.0_N24_NF32_nt71,3.81545609109927e-14
