beta,eta_err,fidelity,map_err_best_scale,map_scale_imag,map_scale_real,objective,post_prob,r_prime,r_target,status,vec_err_best_scale,vec_scale_imag,vec_scale_real
0.5473684210526316,0.4584493279446138,0.9991289141403787,0.043094428386109246,0.0,0.6346642932803469,0.0011177952876667285,0.07061910486688386,4.193877551020408,8.16326530612245,ok,0.029527026801631044,0.0,0.6291584473776635
0.5710526315789474,0.454672130963816,0.998817522800771,0.03675552015057804,0.0,0.6113301376112468,0.0028443992032143525,0.06605892485944989,4.193877551020408,8.16326530612245,ok,0.03440751526796389,0.0,0.6084109070587328
0.8789473684210526,0.40426522541218635,0.9987506820776699,0.04056713278691295,0.0,-0.58424819541326,0.0057138237101568914,0.06011819956727339,4.073469387755102,8.16326530612245,ok,0.03536779142058392,0.0,-0.5803896932701249
0.5947368421052631,0.3778205120426213,0.9987568403438825,0.05310527051328608,0.0,0.6056411077241161,0.011895198929800031,0.06433001122634432,4.193877551020408,7.979591836734694,ok,0.03528040569035112,0.0,0.6003781263249504
0.5236842105263158,0.45929801550379745,0.9986477250027266,0.054244431465506976,0.0,0.6487458446123103,0.013988010431202576,0.07351693287441656,4.193877551020408,8.16326530612245,ok,0.03679818094858542,0.0,0.6417827098308857
0.9263157894736842,0.2916144090218634,0.9985951975658839,0.054770732068983065,0.0,-0.7482860937600535,0.014962654563535509,0.10025251615631858,3.83265306122449,4.3061224489795915,ok,0.03750704840733818,0.0,-0.7494290808352104
0.5236842105263158,0.2244802599751677,0.9981240887431214,0.04774955213017985,0.0,0.6780778549257614,0.017321044610932604,0.08150985794463494,3.712244897959184,7.244897959183674,ok,0.04335247298299875,0.0,0.675593559556547
0.5,0.2213884715859477,0.9984599377259248,0.057605826396469786,0.0,0.677919375081079,0.0181537972536628,0.08087564893721776,3.712244897959184,7.244897959183674,ok,0.03927388094172414,0.0,0.6730733191551547
0.9026315789473685,0.3595600906270983,0.9978478359401645,0.04621733636814634,0.0,-0.5460478722825076,0.019657700352002268,0.053364933084001843,3.953061224489796,7.979591836734694,ok,0.04644142396493732,0.0,-0.5465731690910582
0.5,0.4572204008485346,0.998246064291772,0.06014798512700519,0.0,0.6562024919512774,0.022078480778995935,0.07511112942495102,4.193877551020408,8.16326530612245,ok,0.041916791430081944,0.0,0.6485733712136854
0.9263157894736842,0.3405048582704521,0.997972913924907,0.06692915149842592,0.0,-0.8489710131136786,0.028634805115728003,0.12550036782605528,3.83265306122449,4.4897959183673475,ok,0.04506887506276039,0.0,-0.8382432030637268
0.95,0.38580179883373344,0.99783972296585,0.0655340226848274,0.0,-0.6301070160039549,0.029404090673822936,0.06943889679435433,4.193877551020408,7.979591836734694,ok,0.04652906547970174,0.0,-0.6234763219807093
0.5710526315789474,0.5627601968672453,0.9978120444258566,0.07037153952663709,0.0,0.6106083099771212,0.03212201049321808,0.06537029121204654,4.314285714285714,8.346938775510203,ok,0.04682684295119236,0.0,0.6049266879214872
0.9263157894736842,0.5490515071935604,0.997280992181589,0.06065865341174413,0.0,-0.6161219645396244,0.0326804183717875,0.06651817192507395,4.193877551020408,8.346938775510203,ok,0.052215141274994895,0.0,-0.6100523263962371
0.9026315789473685,0.36670853874499204,0.997810256104561,0.07152196850146239,0.0,-0.6358856215537243,0.032716489382824676,0.07160171195951659,4.073469387755102,7.979591836734694,ok,0.04684601793732153,0.0,-0.6331022384371854
0.9263157894736842,0.40028506604454633,0.9968466425611464,0.05402510256146698,0.0,-0.4673440072194409,0.0334137303971218,0.03900181455473398,3.83265306122449,7.979591836734694,ok,0.05624351124444564,0.0,-0.4670299647575187
0.9026315789473685,0.5447133444711607,0.9975347360225776,0.06799223053338653,0.0,-0.6331375661641921,0.03383211851915261,0.06958406386334456,4.193877551020408,8.346938775510203,ok,0.04971274005358823,0.0,-0.6240323043058912
0.5710526315789474,0.8497048311265618,0.9968664402615154,0.06406260692558766,0.0,0.5894412454412873,0.03825410135183012,0.06094287653559328,4.43469387755102,8.714285714285715,ok,0.05606611990211207,0.0,0.5838054253774637
0.618421052631579,0.27284878467573753,0.9971509732297555,0.07390535007064927,0.0,0.5642984258733754,0.04054759979905545,0.055479988369538324,4.193877551020408,7.795918367346939,ok,0.053452473425218604,0.0,0.5571046758685511
0.95,0.4495246707190373,0.9963690567279547,0.060179442519939064,0.0,-0.5954747714200933,0.04063827153768618,0.06344477526996213,4.193877551020408,8.16326530612245,ok,0.060367003114114394,0.0,-0.5955198083220403
