boundary_condition,r_target,r_prime,beta,n_coeff,n_trotter_steps,state_prep_method,snap_depth,valid,error,fidelity,fidelity_vs_truncated,postselection_probability,rel_error_vs_exact,rel_error_vs_truncated,oracle_fidelity,coeff_backend_gap,circuit_depth,circuit_size,oracle_apply_mode,oracle_n_active_fock_levels,oracle_n_jc_pulses,oracle_n_sqr_pulses,oracle_n_qubit_rotations,oracle_le_aux_ground_probability,oracle_vs_ideal_fidelity,ideal_vs_reference_fidelity,snap_n_snap,snap_total_iterations,snap_total_starts,snap_used_warm_start,snap_restarts,snap_maxiter,snap_parameter_payload_json,score_objective,score_balanced,score_pde,score_prep_pde,score_oracle,score_oracle_only,score_truncated,score,source
neumann,7.9,4.0,0.3,48,100,law_eberly_selective,0,True,,0.9997155021219946,0.9999844862585837,0.05616263616415236,0.016869464724204537,0.003938779264718123,1.0,0.38981992771566837,1896,2598,law_eberly_pulses,48,47,47,0,1.0,0.9999999999999998,0.999568667245973,,,,,3,1000,,pde,0.23695286031896823,0.9997155021219946,0.9998577409421775,1.0,1.0,0.9999844862585837,0.9997155021219946,oat_n_trotter_steps
