value,fidelity,post_prob,purity,pde_error,used_fock_terms
0.15,0.9517266294650905,0.144017740412799,0.9596286299253063,0.19036069532668523,32
0.25,0.9489341238967698,0.14281871626263182,0.9677388263818816,0.2080385602434443,32
0.35,0.9468397755186316,0.13993319620686573,0.9752660429057777,0.22413862676938248,32
0.45000000000000007,0.9454409791673026,0.1353670243984669,0.981581375084686,0.2390304304495728,32
0.55,0.9445944038009785,0.12923534068059256,0.986380905952339,0.2538829889160214,32
