value,fidelity,post_prob,purity,pde_error,used_fock_terms
0.0,0.9283758611602858,0.12711922080707205,0.9303975551351091,0.23800737389024568,32
0.2,0.9350852326722974,0.13187544027598125,0.9447576900099971,0.2302412702119373,32
0.4,0.9407644870407994,0.13620074771098467,0.9569650500568878,0.2238360740593574,32
0.6000000000000001,0.9450739781015665,0.1396166456290017,0.9661607850611582,0.21915175009949484,32
0.8,0.947796348865298,0.14158885345000777,0.9716234302281753,0.21628788162035767,32
