value,fidelity,post_prob,purity,pde_error,used_fock_terms
1.0,0.9528255636224783,0.16875321230245022,0.9754376898731802,0.1887700534150163,32
1.1,0.9501609593243656,0.15472466598696152,0.973386317642327,0.19931655006656512,32
1.2,0.947796348865298,0.14158885345000777,0.9716234302281753,0.21628788162035767,32
1.3,0.9455027130970652,0.12936097161256455,0.970075032309745,0.23816704233869576,32
1.4,0.9428436894103025,0.1180498333347517,0.9686477746681601,0.26376008662693295,32
1.5,0.9389388925325894,0.1076827593595137,0.967228950727705,0.29246622689769247,32
