boundary_condition,r_target,r_prime,beta,n_coeff,n_trotter_steps,state_prep_method,snap_depth,valid,error,fidelity,fidelity_vs_truncated,postselection_probability,rel_error_vs_exact,rel_error_vs_truncated,oracle_fidelity,coeff_backend_gap,circuit_depth,circuit_size,oracle_apply_mode,oracle_n_active_fock_levels,oracle_n_jc_pulses,oracle_n_qubit_rotations,oracle_vs_ideal_fidelity,ideal_vs_reference_fidelity,snap_n_snap,snap_total_iterations,snap_restarts,snap_maxiter,score_objective,score_balanced,score_pde,score_prep_pde,score_oracle,score_truncated,score,source
periodic,8.1,4.1,0.3,48,100,givens,0,True,,0.9997249405374592,1.0,0.04842141501316684,0.01658719810772529,1.3096563030671778e-14,1.0000000000000004,0.3926758456173016,802,1104,direct_injection,48,47,47,1.0,0.999724940537459,,,3,1000,pde,0.22001839978687657,0.9997249405374592,0.9998624608102155,1.0000000000000004,1.0,0.9997249405374592,oat_beta
